,t0,target_tone_frequency,target_tone_level,target_tone_polarity,ordering,rate,reject_threshold,averages
0,1.00031488,45254,15.0,1,interleaved_ramp,81,2.5,512
1,1.01265408,45254,20.0,1,interleaved_ramp,81,2.5,512
2,1.02499328,45254,25.0,1,interleaved_ramp,81,2.5,512
3,1.03733248,45254,30.0,1,interleaved_ramp,81,2.5,512
4,1.04967168,45254,35.0,1,interleaved_ramp,81,2.5,512
5,1.06201088,45254,40.0,1,interleaved_ramp,81,2.5,512
6,1.07435008,45254,45.0,1,interleaved_ramp,81,2.5,512
7,1.08668928,45254,50.0,1,interleaved_ramp,81,2.5,512
8,1.09902848,45254,55.0,1,interleaved_ramp,81,2.5,512
9,1.11136768,45254,60.0,1,interleaved_ramp,81,2.5,512
10,1.12370688,45254,65.0,1,interleaved_ramp,81,2.5,512
11,1.1360460799999998,45254,70.0,1,interleaved_ramp,81,2.5,512
12,1.1483852799999998,45254,75.0,1,interleaved_ramp,81,2.5,512
13,1.1607244799999998,45254,80.0,1,interleaved_ramp,81,2.5,512
14,1.1730636799999998,45254,85.0,1,interleaved_ramp,81,2.5,512
15,1.1854028799999998,22627,15.0,1,interleaved_ramp,81,2.5,512
16,1.1977420799999998,22627,20.0,1,interleaved_ramp,81,2.5,512
17,1.2100812799999998,22627,25.0,1,interleaved_ramp,81,2.5,512
18,1.2224204799999998,22627,30.0,1,interleaved_ramp,81,2.5,512
19,1.2347596799999998,22627,35.0,1,interleaved_ramp,81,2.5,512
20,1.2470988799999998,22627,40.0,1,interleaved_ramp,81,2.5,512
21,1.2594380799999998,22627,45.0,1,interleaved_ramp,81,2.5,512
22,1.2717772799999998,22627,50.0,1,interleaved_ramp,81,2.5,512
23,1.2841164799999998,22627,55.0,1,interleaved_ramp,81,2.5,512
24,1.2964556799999998,22627,60.0,1,interleaved_ramp,81,2.5,512
25,1.3087948799999998,22627,65.0,1,interleaved_ramp,81,2.5,512
26,1.32113408,22627,70.0,1,interleaved_ramp,81,2.5,512
27,1.33347328,22627,75.0,1,interleaved_ramp,81,2.5,512
28,1.34581248,22627,80.0,1,interleaved_ramp,81,2.5,512
29,1.35815168,22627,85.0,1,interleaved_ramp,81,2.5,512
30,1.37049088,11313,15.0,1,interleaved_ramp,81,2.5,512
31,1.38283008,11313,20.0,1,interleaved_ramp,81,2.5,512
32,1.39516928,11313,25.0,1,interleaved_ramp,81,2.5,512
33,1.40750848,11313,30.0,1,interleaved_ramp,81,2.5,512
34,1.41984768,11313,35.0,1,interleaved_ramp,81,2.5,512
35,1.43218688,11313,40.0,1,interleaved_ramp,81,2.5,512
36,1.44452608,11313,45.0,1,interleaved_ramp,81,2.5,512
37,1.45686528,11313,50.0,1,interleaved_ramp,81,2.5,512
38,1.46920448,11313,55.0,1,interleaved_ramp,81,2.5,512
39,1.48154368,11313,60.0,1,interleaved_ramp,81,2.5,512
40,1.49388288,11313,65.0,1,interleaved_ramp,81,2.5,512
41,1.50622208,11313,70.0,1,interleaved_ramp,81,2.5,512
42,1.51856128,11313,75.0,1,interleaved_ramp,81,2.5,512
43,1.53090048,11313,80.0,1,interleaved_ramp,81,2.5,512
44,1.54323968,11313,85.0,1,interleaved_ramp,81,2.5,512
45,1.55557888,5656,15.0,1,interleaved_ramp,81,2.5,512
46,1.56791808,5656,20.0,1,interleaved_ramp,81,2.5,512
47,1.58025728,5656,25.0,1,interleaved_ramp,81,2.5,512
48,1.59259648,5656,30.0,1,interleaved_ramp,81,2.5,512
49,1.60493568,5656,35.0,1,interleaved_ramp,81,2.5,512
50,1.61727488,5656,40.0,1,interleaved_ramp,81,2.5,512
51,1.62961408,5656,45.0,1,interleaved_ramp,81,2.5,512
52,1.64195328,5656,50.0,1,interleaved_ramp,81,2.5,512
53,1.65429248,5656,55.0,1,interleaved_ramp,81,2.5,512
54,1.66663168,5656,60.0,1,interleaved_ramp,81,2.5,512
55,1.67897088,5656,65.0,1,interleaved_ramp,81,2.5,512
56,1.69131008,5656,70.0,1,interleaved_ramp,81,2.5,512
57,1.70364928,5656,75.0,1,interleaved_ramp,81,2.5,512
58,1.71598848,5656,80.0,1,interleaved_ramp,81,2.5,512
59,1.72832768,5656,85.0,1,interleaved_ramp,81,2.5,512
60,1.74066688,32000,15.0,1,interleaved_ramp,81,2.5,512
61,1.75300608,32000,20.0,1,interleaved_ramp,81,2.5,512
62,1.76534528,32000,25.0,1,interleaved_ramp,81,2.5,512
63,1.77768448,32000,30.0,1,interleaved_ramp,81,2.5,512
64,1.79002368,32000,35.0,1,interleaved_ramp,81,2.5,512
65,1.80236288,32000,40.0,1,interleaved_ramp,81,2.5,512
66,1.81470208,32000,45.0,1,interleaved_ramp,81,2.5,512
67,1.82704128,32000,50.0,1,interleaved_ramp,81,2.5,512
68,1.83938048,32000,55.0,1,interleaved_ramp,81,2.5,512
69,1.85171968,32000,60.0,1,interleaved_ramp,81,2.5,512
70,1.86405888,32000,65.0,1,interleaved_ramp,81,2.5,512
71,1.87639808,32000,70.0,1,interleaved_ramp,81,2.5,512
72,1.88873728,32000,75.0,1,interleaved_ramp,81,2.5,512
73,1.90107648,32000,80.0,1,interleaved_ramp,81,2.5,512
74,1.91341568,32000,85.0,1,interleaved_ramp,81,2.5,512
75,1.92575488,16000,15.0,1,interleaved_ramp,81,2.5,512
76,1.93809408,16000,20.0,1,interleaved_ramp,81,2.5,512
77,1.95043328,16000,25.0,1,interleaved_ramp,81,2.5,512
78,1.96277248,16000,30.0,1,interleaved_ramp,81,2.5,512
79,1.97511168,16000,35.0,1,interleaved_ramp,81,2.5,512
80,1.98745088,16000,40.0,1,interleaved_ramp,81,2.5,512
81,1.99979008,16000,45.0,1,interleaved_ramp,81,2.5,512
82,2.01212928,16000,50.0,1,interleaved_ramp,81,2.5,512
83,2.02446848,16000,55.0,1,interleaved_ramp,81,2.5,512
84,2.03680768,16000,60.0,1,interleaved_ramp,81,2.5,512
85,2.04914688,16000,65.0,1,interleaved_ramp,81,2.5,512
86,2.06148608,16000,70.0,1,interleaved_ramp,81,2.5,512
87,2.07382528,16000,75.0,1,interleaved_ramp,81,2.5,512
88,2.08616448,16000,80.0,1,interleaved_ramp,81,2.5,512
89,2.09850368,16000,85.0,1,interleaved_ramp,81,2.5,512
90,2.11084288,8000,15.0,1,interleaved_ramp,81,2.5,512
91,2.12318208,8000,20.0,1,interleaved_ramp,81,2.5,512
92,2.13552128,8000,25.0,1,interleaved_ramp,81,2.5,512
93,2.14786048,8000,30.0,1,interleaved_ramp,81,2.5,512
94,2.16019968,8000,35.0,1,interleaved_ramp,81,2.5,512
95,2.17253888,8000,40.0,1,interleaved_ramp,81,2.5,512
96,2.18487808,8000,45.0,1,interleaved_ramp,81,2.5,512
97,2.19721728,8000,50.0,1,interleaved_ramp,81,2.5,512
98,2.20955648,8000,55.0,1,interleaved_ramp,81,2.5,512
99,2.22189568,8000,60.0,1,interleaved_ramp,81,2.5,512
100,2.23423488,8000,65.0,1,interleaved_ramp,81,2.5,512
101,2.24657408,8000,70.0,1,interleaved_ramp,81,2.5,512
102,2.25891328,8000,75.0,1,interleaved_ramp,81,2.5,512
103,2.27125248,8000,80.0,1,interleaved_ramp,81,2.5,512
104,2.28359168,8000,85.0,1,interleaved_ramp,81,2.5,512
105,2.29593088,4000,15.0,1,interleaved_ramp,81,2.5,512
106,2.30827008,4000,20.0,1,interleaved_ramp,81,2.5,512
107,2.32060928,4000,25.0,1,interleaved_ramp,81,2.5,512
108,2.33294848,4000,30.0,1,interleaved_ramp,81,2.5,512
109,2.34528768,4000,35.0,1,interleaved_ramp,81,2.5,512
110,2.35762688,4000,40.0,1,interleaved_ramp,81,2.5,512
111,2.36996608,4000,45.0,1,interleaved_ramp,81,2.5,512
112,2.38230528,4000,50.0,1,interleaved_ramp,81,2.5,512
113,2.39464448,4000,55.0,1,interleaved_ramp,81,2.5,512
114,2.40698368,4000,60.0,1,interleaved_ramp,81,2.5,512
115,2.41932288,4000,65.0,1,interleaved_ramp,81,2.5,512
116,2.43166208,4000,70.0,1,interleaved_ramp,81,2.5,512
117,2.44400128,4000,75.0,1,interleaved_ramp,81,2.5,512
118,2.45634048,4000,80.0,1,interleaved_ramp,81,2.5,512
119,2.46867968,4000,85.0,1,interleaved_ramp,81,2.5,512
120,2.48101888,45254,15.0,-1,interleaved_ramp,81,2.5,512
121,2.49335808,45254,20.0,-1,interleaved_ramp,81,2.5,512
122,2.50569728,45254,25.0,-1,interleaved_ramp,81,2.5,512
123,2.51803648,45254,30.0,-1,interleaved_ramp,81,2.5,512
124,2.53037568,45254,35.0,-1,interleaved_ramp,81,2.5,512
125,2.54271488,45254,40.0,-1,interleaved_ramp,81,2.5,512
126,2.55505408,45254,45.0,-1,interleaved_ramp,81,2.5,512
127,2.56739328,45254,50.0,-1,interleaved_ramp,81,2.5,512
128,2.57973248,45254,55.0,-1,interleaved_ramp,81,2.5,512
129,2.59207168,45254,60.0,-1,interleaved_ramp,81,2.5,512
130,2.60441088,45254,65.0,-1,interleaved_ramp,81,2.5,512
131,2.61675008,45254,70.0,-1,interleaved_ramp,81,2.5,512
132,2.62908928,45254,75.0,-1,interleaved_ramp,81,2.5,512
133,2.64142848,45254,80.0,-1,interleaved_ramp,81,2.5,512
134,2.65376768,45254,85.0,-1,interleaved_ramp,81,2.5,512
135,2.66610688,22627,15.0,-1,interleaved_ramp,81,2.5,512
136,2.67844608,22627,20.0,-1,interleaved_ramp,81,2.5,512
137,2.69078528,22627,25.0,-1,interleaved_ramp,81,2.5,512
138,2.70312448,22627,30.0,-1,interleaved_ramp,81,2.5,512
139,2.71546368,22627,35.0,-1,interleaved_ramp,81,2.5,512
140,2.72780288,22627,40.0,-1,interleaved_ramp,81,2.5,512
141,2.74014208,22627,45.0,-1,interleaved_ramp,81,2.5,512
142,2.75248128,22627,50.0,-1,interleaved_ramp,81,2.5,512
143,2.76482048,22627,55.0,-1,interleaved_ramp,81,2.5,512
144,2.77715968,22627,60.0,-1,interleaved_ramp,81,2.5,512
145,2.78949888,22627,65.0,-1,interleaved_ramp,81,2.5,512
146,2.80183808,22627,70.0,-1,interleaved_ramp,81,2.5,512
147,2.81417728,22627,75.0,-1,interleaved_ramp,81,2.5,512
148,2.82651648,22627,80.0,-1,interleaved_ramp,81,2.5,512
149,2.83885568,22627,85.0,-1,interleaved_ramp,81,2.5,512
150,2.85119488,11313,15.0,-1,interleaved_ramp,81,2.5,512
151,2.86353408,11313,20.0,-1,interleaved_ramp,81,2.5,512
152,2.87587328,11313,25.0,-1,interleaved_ramp,81,2.5,512
153,2.88821248,11313,30.0,-1,interleaved_ramp,81,2.5,512
154,2.90055168,11313,35.0,-1,interleaved_ramp,81,2.5,512
155,2.91289088,11313,40.0,-1,interleaved_ramp,81,2.5,512
156,2.92523008,11313,45.0,-1,interleaved_ramp,81,2.5,512
157,2.93756928,11313,50.0,-1,interleaved_ramp,81,2.5,512
158,2.94990848,11313,55.0,-1,interleaved_ramp,81,2.5,512
159,2.96224768,11313,60.0,-1,interleaved_ramp,81,2.5,512
160,2.97458688,11313,65.0,-1,interleaved_ramp,81,2.5,512
161,2.98692608,11313,70.0,-1,interleaved_ramp,81,2.5,512
162,2.99926528,11313,75.0,-1,interleaved_ramp,81,2.5,512
163,3.01160448,11313,80.0,-1,interleaved_ramp,81,2.5,512
164,3.02394368,11313,85.0,-1,interleaved_ramp,81,2.5,512
165,3.03628288,5656,15.0,-1,interleaved_ramp,81,2.5,512
166,3.04862208,5656,20.0,-1,interleaved_ramp,81,2.5,512
167,3.06096128,5656,25.0,-1,interleaved_ramp,81,2.5,512
168,3.07330048,5656,30.0,-1,interleaved_ramp,81,2.5,512
169,3.08563968,5656,35.0,-1,interleaved_ramp,81,2.5,512
170,3.09797888,5656,40.0,-1,interleaved_ramp,81,2.5,512
171,3.11031808,5656,45.0,-1,interleaved_ramp,81,2.5,512
172,3.12265728,5656,50.0,-1,interleaved_ramp,81,2.5,512
173,3.13499648,5656,55.0,-1,interleaved_ramp,81,2.5,512
174,3.14733568,5656,60.0,-1,interleaved_ramp,81,2.5,512
175,3.15967488,5656,65.0,-1,interleaved_ramp,81,2.5,512
176,3.17201408,5656,70.0,-1,interleaved_ramp,81,2.5,512
177,3.18435328,5656,75.0,-1,interleaved_ramp,81,2.5,512
178,3.19669248,5656,80.0,-1,interleaved_ramp,81,2.5,512
179,3.20903168,5656,85.0,-1,interleaved_ramp,81,2.5,512
180,3.22137088,32000,15.0,-1,interleaved_ramp,81,2.5,512
181,3.23371008,32000,20.0,-1,interleaved_ramp,81,2.5,512
182,3.24604928,32000,25.0,-1,interleaved_ramp,81,2.5,512
183,3.25838848,32000,30.0,-1,interleaved_ramp,81,2.5,512
184,3.27072768,32000,35.0,-1,interleaved_ramp,81,2.5,512
185,3.28306688,32000,40.0,-1,interleaved_ramp,81,2.5,512
186,3.29540608,32000,45.0,-1,interleaved_ramp,81,2.5,512
187,3.30774528,32000,50.0,-1,interleaved_ramp,81,2.5,512
188,3.32008448,32000,55.0,-1,interleaved_ramp,81,2.5,512
189,3.33242368,32000,60.0,-1,interleaved_ramp,81,2.5,512
190,3.34476288,32000,65.0,-1,interleaved_ramp,81,2.5,512
191,3.35710208,32000,70.0,-1,interleaved_ramp,81,2.5,512
192,3.36944128,32000,75.0,-1,interleaved_ramp,81,2.5,512
193,3.38178048,32000,80.0,-1,interleaved_ramp,81,2.5,512
194,3.39411968,32000,85.0,-1,interleaved_ramp,81,2.5,512
195,3.40645888,16000,15.0,-1,interleaved_ramp,81,2.5,512
196,3.41879808,16000,20.0,-1,interleaved_ramp,81,2.5,512
197,3.43113728,16000,25.0,-1,interleaved_ramp,81,2.5,512
198,3.44347648,16000,30.0,-1,interleaved_ramp,81,2.5,512
199,3.45581568,16000,35.0,-1,interleaved_ramp,81,2.5,512
200,3.46815488,16000,40.0,-1,interleaved_ramp,81,2.5,512
201,3.48049408,16000,45.0,-1,interleaved_ramp,81,2.5,512
202,3.49283328,16000,50.0,-1,interleaved_ramp,81,2.5,512
203,3.50517248,16000,55.0,-1,interleaved_ramp,81,2.5,512
204,3.51751168,16000,60.0,-1,interleaved_ramp,81,2.5,512
205,3.52985088,16000,65.0,-1,interleaved_ramp,81,2.5,512
206,3.54219008,16000,70.0,-1,interleaved_ramp,81,2.5,512
207,3.55452928,16000,75.0,-1,interleaved_ramp,81,2.5,512
208,3.56686848,16000,80.0,-1,interleaved_ramp,81,2.5,512
209,3.57920768,16000,85.0,-1,interleaved_ramp,81,2.5,512
210,3.59154688,8000,15.0,-1,interleaved_ramp,81,2.5,512
211,3.60388608,8000,20.0,-1,interleaved_ramp,81,2.5,512
212,3.61622528,8000,25.0,-1,interleaved_ramp,81,2.5,512
213,3.62856448,8000,30.0,-1,interleaved_ramp,81,2.5,512
214,3.64090368,8000,35.0,-1,interleaved_ramp,81,2.5,512
215,3.65324288,8000,40.0,-1,interleaved_ramp,81,2.5,512
216,3.66558208,8000,45.0,-1,interleaved_ramp,81,2.5,512
217,3.67792128,8000,50.0,-1,interleaved_ramp,81,2.5,512
218,3.69026048,8000,55.0,-1,interleaved_ramp,81,2.5,512
219,3.70259968,8000,60.0,-1,interleaved_ramp,81,2.5,512
220,3.71493888,8000,65.0,-1,interleaved_ramp,81,2.5,512
221,3.72727808,8000,70.0,-1,interleaved_ramp,81,2.5,512
222,3.73961728,8000,75.0,-1,interleaved_ramp,81,2.5,512
223,3.75195648,8000,80.0,-1,interleaved_ramp,81,2.5,512
224,3.76429568,8000,85.0,-1,interleaved_ramp,81,2.5,512
225,3.77663488,4000,15.0,-1,interleaved_ramp,81,2.5,512
226,3.78897408,4000,20.0,-1,interleaved_ramp,81,2.5,512
227,3.80131328,4000,25.0,-1,interleaved_ramp,81,2.5,512
228,3.81365248,4000,30.0,-1,interleaved_ramp,81,2.5,512
229,3.82599168,4000,35.0,-1,interleaved_ramp,81,2.5,512
230,3.83833088,4000,40.0,-1,interleaved_ramp,81,2.5,512
231,3.85067008,4000,45.0,-1,interleaved_ramp,81,2.5,512
232,3.86300928,4000,50.0,-1,interleaved_ramp,81,2.5,512
233,3.87534848,4000,55.0,-1,interleaved_ramp,81,2.5,512
234,3.88768768,4000,60.0,-1,interleaved_ramp,81,2.5,512
235,3.90002688,4000,65.0,-1,interleaved_ramp,81,2.5,512
236,3.91236608,4000,70.0,-1,interleaved_ramp,81,2.5,512
237,3.92470528,4000,75.0,-1,interleaved_ramp,81,2.5,512
238,3.93704448,4000,80.0,-1,interleaved_ramp,81,2.5,512
239,3.94938368,4000,85.0,-1,interleaved_ramp,81,2.5,512
240,3.96172288,45254,15.0,1,interleaved_ramp,81,2.5,512
241,3.97406208,45254,20.0,1,interleaved_ramp,81,2.5,512
242,3.98640128,45254,25.0,1,interleaved_ramp,81,2.5,512
243,3.99874048,45254,30.0,1,interleaved_ramp,81,2.5,512
244,4.01107968,45254,35.0,1,interleaved_ramp,81,2.5,512
245,4.02341888,45254,40.0,1,interleaved_ramp,81,2.5,512
246,4.03575808,45254,45.0,1,interleaved_ramp,81,2.5,512
247,4.04809728,45254,50.0,1,interleaved_ramp,81,2.5,512
248,4.06043648,45254,55.0,1,interleaved_ramp,81,2.5,512
249,4.07277568,45254,60.0,1,interleaved_ramp,81,2.5,512
250,4.08511488,45254,65.0,1,interleaved_ramp,81,2.5,512
251,4.09745408,45254,70.0,1,interleaved_ramp,81,2.5,512
252,4.10979328,45254,75.0,1,interleaved_ramp,81,2.5,512
253,4.122132479999999,45254,80.0,1,interleaved_ramp,81,2.5,512
254,4.13447168,45254,85.0,1,interleaved_ramp,81,2.5,512
255,4.14681088,22627,15.0,1,interleaved_ramp,81,2.5,512
256,4.15915008,22627,20.0,1,interleaved_ramp,81,2.5,512
257,4.171489279999999,22627,25.0,1,interleaved_ramp,81,2.5,512
258,4.18382848,22627,30.0,1,interleaved_ramp,81,2.5,512
259,4.19616768,22627,35.0,1,interleaved_ramp,81,2.5,512
260,4.20850688,22627,40.0,1,interleaved_ramp,81,2.5,512
261,4.220846079999999,22627,45.0,1,interleaved_ramp,81,2.5,512
262,4.23318528,22627,50.0,1,interleaved_ramp,81,2.5,512
263,4.24552448,22627,55.0,1,interleaved_ramp,81,2.5,512
264,4.25786368,22627,60.0,1,interleaved_ramp,81,2.5,512
265,4.270202879999999,22627,65.0,1,interleaved_ramp,81,2.5,512
266,4.28254208,22627,70.0,1,interleaved_ramp,81,2.5,512
267,4.29488128,22627,75.0,1,interleaved_ramp,81,2.5,512
268,4.30722048,22627,80.0,1,interleaved_ramp,81,2.5,512
269,4.319559679999999,22627,85.0,1,interleaved_ramp,81,2.5,512
270,4.33189888,11313,15.0,1,interleaved_ramp,81,2.5,512
271,4.34423808,11313,20.0,1,interleaved_ramp,81,2.5,512
272,4.35657728,11313,25.0,1,interleaved_ramp,81,2.5,512
273,4.368916479999999,11313,30.0,1,interleaved_ramp,81,2.5,512
274,4.38125568,11313,35.0,1,interleaved_ramp,81,2.5,512
275,4.39359488,11313,40.0,1,interleaved_ramp,81,2.5,512
276,4.40593408,11313,45.0,1,interleaved_ramp,81,2.5,512
277,4.418273279999999,11313,50.0,1,interleaved_ramp,81,2.5,512
278,4.43061248,11313,55.0,1,interleaved_ramp,81,2.5,512
279,4.44295168,11313,60.0,1,interleaved_ramp,81,2.5,512
280,4.45529088,11313,65.0,1,interleaved_ramp,81,2.5,512
281,4.467630079999999,11313,70.0,1,interleaved_ramp,81,2.5,512
282,4.47996928,11313,75.0,1,interleaved_ramp,81,2.5,512
283,4.49230848,11313,80.0,1,interleaved_ramp,81,2.5,512
284,4.50464768,11313,85.0,1,interleaved_ramp,81,2.5,512
285,4.516986879999999,5656,15.0,1,interleaved_ramp,81,2.5,512
286,4.52932608,5656,20.0,1,interleaved_ramp,81,2.5,512
287,4.54166528,5656,25.0,1,interleaved_ramp,81,2.5,512
288,4.55400448,5656,30.0,1,interleaved_ramp,81,2.5,512
289,4.56634368,5656,35.0,1,interleaved_ramp,81,2.5,512
290,4.578682880000001,5656,40.0,1,interleaved_ramp,81,2.5,512
291,4.59102208,5656,45.0,1,interleaved_ramp,81,2.5,512
292,4.60336128,5656,50.0,1,interleaved_ramp,81,2.5,512
293,4.61570048,5656,55.0,1,interleaved_ramp,81,2.5,512
294,4.6280396800000005,5656,60.0,1,interleaved_ramp,81,2.5,512
295,4.64037888,5656,65.0,1,interleaved_ramp,81,2.5,512
296,4.65271808,5656,70.0,1,interleaved_ramp,81,2.5,512
297,4.66505728,5656,75.0,1,interleaved_ramp,81,2.5,512
298,4.6773964800000005,5656,80.0,1,interleaved_ramp,81,2.5,512
299,4.68973568,5656,85.0,1,interleaved_ramp,81,2.5,512
300,4.70207488,32000,15.0,1,interleaved_ramp,81,2.5,512
301,4.71441408,32000,20.0,1,interleaved_ramp,81,2.5,512
302,4.7267532800000005,32000,25.0,1,interleaved_ramp,81,2.5,512
303,4.73909248,32000,30.0,1,interleaved_ramp,81,2.5,512
304,4.75143168,32000,35.0,1,interleaved_ramp,81,2.5,512
305,4.76377088,32000,40.0,1,interleaved_ramp,81,2.5,512
306,4.7761100800000005,32000,45.0,1,interleaved_ramp,81,2.5,512
307,4.78844928,32000,50.0,1,interleaved_ramp,81,2.5,512
308,4.80078848,32000,55.0,1,interleaved_ramp,81,2.5,512
309,4.81312768,32000,60.0,1,interleaved_ramp,81,2.5,512
310,4.8254668800000005,32000,65.0,1,interleaved_ramp,81,2.5,512
311,4.83780608,32000,70.0,1,interleaved_ramp,81,2.5,512
312,4.85014528,32000,75.0,1,interleaved_ramp,81,2.5,512
313,4.86248448,32000,80.0,1,interleaved_ramp,81,2.5,512
314,4.87482368,32000,85.0,1,interleaved_ramp,81,2.5,512
315,4.88716288,16000,15.0,1,interleaved_ramp,81,2.5,512
316,4.89950208,16000,20.0,1,interleaved_ramp,81,2.5,512
317,4.91184128,16000,25.0,1,interleaved_ramp,81,2.5,512
318,4.92418048,16000,30.0,1,interleaved_ramp,81,2.5,512
319,4.93651968,16000,35.0,1,interleaved_ramp,81,2.5,512
320,4.94885888,16000,40.0,1,interleaved_ramp,81,2.5,512
321,4.96119808,16000,45.0,1,interleaved_ramp,81,2.5,512
322,4.97353728,16000,50.0,1,interleaved_ramp,81,2.5,512
323,4.98587648,16000,55.0,1,interleaved_ramp,81,2.5,512
324,4.99821568,16000,60.0,1,interleaved_ramp,81,2.5,512
325,5.010554879999999,16000,65.0,1,interleaved_ramp,81,2.5,512
326,5.02289408,16000,70.0,1,interleaved_ramp,81,2.5,512
327,5.03523328,16000,75.0,1,interleaved_ramp,81,2.5,512
328,5.04757248,16000,80.0,1,interleaved_ramp,81,2.5,512
329,5.059911679999999,16000,85.0,1,interleaved_ramp,81,2.5,512
330,5.07225088,8000,15.0,1,interleaved_ramp,81,2.5,512
331,5.08459008,8000,20.0,1,interleaved_ramp,81,2.5,512
332,5.09692928,8000,25.0,1,interleaved_ramp,81,2.5,512
333,5.109268480000001,8000,30.0,1,interleaved_ramp,81,2.5,512
334,5.12160768,8000,35.0,1,interleaved_ramp,81,2.5,512
335,5.13394688,8000,40.0,1,interleaved_ramp,81,2.5,512
336,5.146286079999999,8000,45.0,1,interleaved_ramp,81,2.5,512
337,5.158625280000001,8000,50.0,1,interleaved_ramp,81,2.5,512
338,5.17096448,8000,55.0,1,interleaved_ramp,81,2.5,512
339,5.18330368,8000,60.0,1,interleaved_ramp,81,2.5,512
340,5.195642879999999,8000,65.0,1,interleaved_ramp,81,2.5,512
341,5.207982080000001,8000,70.0,1,interleaved_ramp,81,2.5,512
342,5.22032128,8000,75.0,1,interleaved_ramp,81,2.5,512
343,5.23266048,8000,80.0,1,interleaved_ramp,81,2.5,512
344,5.244999679999999,8000,85.0,1,interleaved_ramp,81,2.5,512
345,5.257338880000001,4000,15.0,1,interleaved_ramp,81,2.5,512
346,5.26967808,4000,20.0,1,interleaved_ramp,81,2.5,512
347,5.28201728,4000,25.0,1,interleaved_ramp,81,2.5,512
348,5.294356479999999,4000,30.0,1,interleaved_ramp,81,2.5,512
349,5.306695680000001,4000,35.0,1,interleaved_ramp,81,2.5,512
350,5.31903488,4000,40.0,1,interleaved_ramp,81,2.5,512
351,5.33137408,4000,45.0,1,interleaved_ramp,81,2.5,512
352,5.343713279999999,4000,50.0,1,interleaved_ramp,81,2.5,512
353,5.356052480000001,4000,55.0,1,interleaved_ramp,81,2.5,512
354,5.36839168,4000,60.0,1,interleaved_ramp,81,2.5,512
355,5.38073088,4000,65.0,1,interleaved_ramp,81,2.5,512
356,5.393070079999999,4000,70.0,1,interleaved_ramp,81,2.5,512
357,5.405409280000001,4000,75.0,1,interleaved_ramp,81,2.5,512
358,5.41774848,4000,80.0,1,interleaved_ramp,81,2.5,512
359,5.43008768,4000,85.0,1,interleaved_ramp,81,2.5,512
360,5.442426879999999,45254,15.0,-1,interleaved_ramp,81,2.5,512
361,5.454766080000001,45254,20.0,-1,interleaved_ramp,81,2.5,512
362,5.46710528,45254,25.0,-1,interleaved_ramp,81,2.5,512
363,5.47944448,45254,30.0,-1,interleaved_ramp,81,2.5,512
364,5.491783679999999,45254,35.0,-1,interleaved_ramp,81,2.5,512
365,5.504122880000001,45254,40.0,-1,interleaved_ramp,81,2.5,512
366,5.51646208,45254,45.0,-1,interleaved_ramp,81,2.5,512
367,5.52880128,45254,50.0,-1,interleaved_ramp,81,2.5,512
368,5.541140479999999,45254,55.0,-1,interleaved_ramp,81,2.5,512
369,5.553479680000001,45254,60.0,-1,interleaved_ramp,81,2.5,512
370,5.56581888,45254,65.0,-1,interleaved_ramp,81,2.5,512
371,5.57815808,45254,70.0,-1,interleaved_ramp,81,2.5,512
372,5.590497279999999,45254,75.0,-1,interleaved_ramp,81,2.5,512
373,5.602836480000001,45254,80.0,-1,interleaved_ramp,81,2.5,512
374,5.61517568,45254,85.0,-1,interleaved_ramp,81,2.5,512
375,5.62751488,22627,15.0,-1,interleaved_ramp,81,2.5,512
376,5.639854079999999,22627,20.0,-1,interleaved_ramp,81,2.5,512
377,5.6521932800000005,22627,25.0,-1,interleaved_ramp,81,2.5,512
378,5.66453248,22627,30.0,-1,interleaved_ramp,81,2.5,512
379,5.67687168,22627,35.0,-1,interleaved_ramp,81,2.5,512
380,5.689210879999999,22627,40.0,-1,interleaved_ramp,81,2.5,512
381,5.7015500800000005,22627,45.0,-1,interleaved_ramp,81,2.5,512
382,5.71388928,22627,50.0,-1,interleaved_ramp,81,2.5,512
383,5.72622848,22627,55.0,-1,interleaved_ramp,81,2.5,512
384,5.738567679999999,22627,60.0,-1,interleaved_ramp,81,2.5,512
385,5.7509068800000005,22627,65.0,-1,interleaved_ramp,81,2.5,512
386,5.76324608,22627,70.0,-1,interleaved_ramp,81,2.5,512
387,5.77558528,22627,75.0,-1,interleaved_ramp,81,2.5,512
388,5.787924479999999,22627,80.0,-1,interleaved_ramp,81,2.5,512
389,5.8002636800000005,22627,85.0,-1,interleaved_ramp,81,2.5,512
390,5.81260288,11313,15.0,-1,interleaved_ramp,81,2.5,512
391,5.82494208,11313,20.0,-1,interleaved_ramp,81,2.5,512
392,5.837281279999999,11313,25.0,-1,interleaved_ramp,81,2.5,512
393,5.8496204800000005,11313,30.0,-1,interleaved_ramp,81,2.5,512
394,5.86195968,11313,35.0,-1,interleaved_ramp,81,2.5,512
395,5.87429888,11313,40.0,-1,interleaved_ramp,81,2.5,512
396,5.886638079999999,11313,45.0,-1,interleaved_ramp,81,2.5,512
397,5.89897728,11313,50.0,-1,interleaved_ramp,81,2.5,512
398,5.91131648,11313,55.0,-1,interleaved_ramp,81,2.5,512
399,5.92365568,11313,60.0,-1,interleaved_ramp,81,2.5,512
400,5.935994879999999,11313,65.0,-1,interleaved_ramp,81,2.5,512
