id,timepoint,ear,frequency,min_level,max_level,manual threshold
180,0,left,5656,15,105,40.0
180,1,left,5656,65,105,inf
180,0,left,8000,15,105,40.0
180,1,left,8000,65,105,100.0
180,0,left,11313,15,105,20.0
180,1,left,11313,65,105,95.0
180,0,left,16000,15,105,35.0
180,1,left,16000,65,105,105.0
180,0,left,22627,15,105,40.0
180,1,left,22627,65,105,105.0
180,0,left,32000,15,105,40.0
180,1,left,32000,65,105,inf
180,0,left,45254,15,105,70.0
180,1,left,45254,65,105,inf
181,0,left,4000,15,105,60.0
181,1,left,4000,15,105,90.0
181,0,left,5656,15,105,50.0
181,1,left,5656,15,105,90.0
181,0,left,8000,15,105,45.0
181,1,left,8000,15,105,90.0
181,0,left,11313,15,105,85.0
181,1,left,11313,15,105,95.0
181,0,left,16000,15,105,inf
181,1,left,16000,15,105,90.0
181,0,left,22627,15,105,inf
181,1,left,22627,15,105,95.0
181,0,left,32000,15,105,inf
181,1,left,32000,15,105,95.0
181,0,right,4000,15,105,45.0
181,1,right,4000,15,105,55.0
181,0,right,5656,15,105,50.0
181,1,right,5656,15,105,45.0
181,0,right,8000,15,105,60.0
181,1,right,8000,15,105,55.0
181,0,right,11313,15,105,70.0
181,1,right,11313,15,105,90.0
181,0,right,16000,15,105,95.0
181,1,right,16000,15,105,90.0
181,0,right,22627,15,105,95.0
181,1,right,22627,15,105,95.0
181,0,right,32000,15,105,95.0
181,1,right,32000,15,105,90.0
182,0,left,8000,15,80,70.0
182,0,left,16000,15,80,80.0
182,0,left,32000,15,80,40.0
183,0,left,4000,15,105,70.0
183,0,left,5656,15,105,50.0
183,0,left,8000,15,105,45.0
183,0,left,11313,15,105,30.0
183,0,left,16000,15,105,35.0
183,0,left,22627,15,105,35.0
183,0,left,32000,15,105,40.0
183,0,left,45254,15,105,80.0
184,0,left,4000,15,105,95.0
184,1,left,4000,50,105,inf
184,2,left,4000,15,105,inf
184,3,left,4000,15,105,100.0
184,0,left,5656,15,105,95.0
184,2,left,5656,15,105,90.0
184,3,left,5656,15,105,85.0
184,0,left,8000,15,105,70.0
184,1,left,8000,50,105,70.0
184,2,left,8000,15,105,85.0
184,3,left,8000,15,105,80.0
184,0,left,11313,15,105,65.0
184,2,left,11313,15,105,75.0
184,3,left,11313,15,105,75.0
184,0,left,16000,15,105,60.0
184,1,left,16000,50,105,70.0
184,2,left,16000,15,105,80.0
184,3,left,16000,15,105,70.0
184,0,left,22627,15,105,80.0
184,2,left,22627,15,105,90.0
184,3,left,22627,15,105,85.0
184,0,left,32000,15,105,inf
184,1,left,32000,50,105,inf
184,2,left,32000,15,105,inf
184,3,left,32000,15,105,inf
184,0,right,4000,15,105,40.0
184,2,right,4000,15,105,50.0
184,3,right,4000,15,105,90.0
184,0,right,5656,15,105,25.0
184,2,right,5656,15,105,40.0
184,3,right,5656,15,105,55.0
184,0,right,8000,15,105,25.0
184,2,right,8000,15,105,45.0
184,3,right,8000,15,105,55.0
184,0,right,11313,15,105,30.0
184,2,right,11313,15,105,30.0
184,3,right,11313,15,105,50.0
184,0,right,16000,15,105,35.0
184,2,right,16000,15,105,35.0
184,3,right,16000,15,105,45.0
184,0,right,22627,15,105,40.0
184,2,right,22627,15,105,35.0
184,3,right,22627,15,105,40.0
184,0,right,32000,15,105,60.0
184,2,right,32000,15,105,70.0
184,3,right,32000,15,105,70.0
185,1,left,4000,15,105,inf
185,0,left,4000,15,105,70.0
185,1,left,5656,15,105,90.0
185,0,left,5656,15,105,60.0
185,1,left,8000,15,105,100.0
185,0,left,8000,15,105,60.0
185,1,left,11313,15,105,90.0
185,0,left,11313,15,105,65.0
185,1,left,16000,15,105,90.0
185,0,left,16000,15,105,95.0
185,1,left,22627,15,105,90.0
185,0,left,22627,15,105,95.0
185,1,left,32000,15,105,95.0
185,0,left,32000,15,105,90.0
185,1,right,4000,15,105,70.0
185,0,right,4000,15,105,60.0
185,1,right,5656,15,105,45.0
185,0,right,5656,15,105,50.0
185,1,right,8000,15,105,55.0
185,0,right,8000,15,105,40.0
185,1,right,11313,15,105,60.0
185,0,right,11313,15,105,70.0
185,1,right,16000,15,105,80.0
185,0,right,16000,15,105,85.0
185,1,right,22627,15,105,80.0
185,0,right,22627,15,105,80.0
185,1,right,32000,15,105,85.0
185,0,right,32000,15,105,85.0
186,0,left,4000,15,105,55.0
186,0,left,5656,15,105,40.0
186,0,left,8000,15,105,35.0
186,0,left,11313,15,105,35.0
186,0,left,16000,15,105,35.0
186,0,left,22627,15,105,40.0
186,0,left,32000,15,105,75.0
186,0,left,45254,15,105,105.0
186,0,right,4000,15,105,55.0
186,0,right,5656,15,105,50.0
186,0,right,8000,15,105,40.0
186,0,right,11313,15,105,25.0
186,0,right,16000,15,105,30.0
186,0,right,22627,15,105,50.0
186,0,right,32000,15,105,inf
186,0,right,45254,15,105,inf
187,0,left,8000,15,80,55.0
187,0,left,16000,15,80,70.0
187,0,left,32000,15,80,55.0
187,0,right,8000,15,80,35.0
187,0,right,16000,15,80,25.0
187,0,right,32000,15,80,35.0
188,0,left,4000,15,105,85.0
188,0,left,5656,15,105,85.0
188,0,left,8000,15,105,80.0
188,0,left,11313,15,105,80.0
188,0,left,16000,15,105,80.0
188,0,left,22627,15,105,80.0
188,0,left,32000,15,105,75.0
188,0,left,45254,15,105,80.0
189,0,left,4000,15,105,inf
189,1,left,4000,15,105,inf
189,0,left,5656,15,105,inf
189,1,left,5656,15,105,inf
189,0,left,8000,15,105,95.0
189,1,left,8000,15,105,95.0
189,0,left,11313,15,105,90.0
189,1,left,11313,15,105,80.0
189,0,left,16000,15,105,85.0
189,1,left,16000,15,105,90.0
189,0,left,22627,15,105,95.0
189,1,left,22627,15,105,95.0
189,0,left,32000,15,105,90.0
189,1,left,32000,15,105,90.0
189,0,left,45254,15,105,inf
189,1,left,45254,15,105,100.0
189,0,right,4000,65,105,105.0
189,0,right,5656,65,105,100.0
189,0,right,8000,65,105,90.0
189,0,right,11313,65,105,90.0
189,0,right,16000,65,105,90.0
189,0,right,22627,65,105,90.0
189,0,right,32000,65,105,90.0
189,0,right,45254,65,105,105.0
190,0,left,4000,65,105,inf
190,0,left,5656,65,105,inf
190,0,left,8000,65,105,95.0
190,0,left,11313,65,105,90.0
190,0,left,16000,65,105,90.0
190,0,left,22627,65,105,85.0
190,0,left,32000,65,105,90.0
190,0,left,45254,65,105,95.0
191,0,left,4000,15,85,50.0
191,1,left,4000,15,85,55.0
191,2,left,4000,15,85,45.0
191,3,left,4000,15,85,40.0
191,4,left,4000,15,85,55.0
191,0,left,5656,15,85,40.0
191,1,left,5656,15,85,35.0
191,2,left,5656,15,85,35.0
191,3,left,5656,15,85,35.0
191,4,left,5656,15,85,40.0
191,0,left,8000,15,85,40.0
191,1,left,8000,15,85,45.0
191,2,left,8000,15,85,35.0
191,3,left,8000,15,85,35.0
191,4,left,8000,15,85,45.0
191,0,left,11313,15,85,25.0
191,1,left,11313,15,85,30.0
191,2,left,11313,15,85,30.0
191,3,left,11313,15,85,30.0
191,4,left,11313,15,85,30.0
191,0,left,16000,15,85,35.0
191,1,left,16000,15,85,35.0
191,2,left,16000,15,85,25.0
191,3,left,16000,15,85,30.0
191,4,left,16000,15,85,30.0
191,0,left,22627,15,85,20.0
191,1,left,22627,15,85,30.0
191,2,left,22627,15,85,30.0
191,3,left,22627,15,85,25.0
191,4,left,22627,15,85,40.0
191,0,left,32000,15,85,35.0
191,1,left,32000,15,85,30.0
191,2,left,32000,15,85,30.0
191,3,left,32000,15,85,30.0
191,4,left,32000,15,85,40.0
191,0,right,4000,15,85,50.0
191,1,right,4000,15,85,45.0
191,3,right,4000,15,105,55.0
191,2,right,4000,15,85,50.0
191,4,right,4000,15,105,60.0
191,0,right,5656,15,85,35.0
191,1,right,5656,15,85,35.0
191,3,right,5656,15,105,45.0
191,2,right,5656,15,85,40.0
191,4,right,5656,15,105,40.0
191,0,right,8000,15,85,35.0
191,1,right,8000,15,85,35.0
191,3,right,8000,15,105,35.0
191,2,right,8000,15,85,40.0
191,4,right,8000,15,105,45.0
191,0,right,11313,15,85,25.0
191,1,right,11313,15,85,30.0
191,3,right,11313,15,105,25.0
191,2,right,11313,15,85,30.0
191,4,right,11313,15,105,30.0
191,0,right,16000,15,85,25.0
191,1,right,16000,15,85,30.0
191,3,right,16000,15,105,35.0
191,2,right,16000,15,85,40.0
191,4,right,16000,15,105,35.0
191,0,right,22627,15,85,25.0
191,1,right,22627,15,85,30.0
191,3,right,22627,15,105,60.0
191,2,right,22627,15,85,40.0
191,4,right,22627,15,105,85.0
191,0,right,32000,15,85,30.0
191,1,right,32000,15,85,40.0
191,3,right,32000,15,105,80.0
191,2,right,32000,15,85,inf
191,4,right,32000,15,105,90.0
192,0,left,4000,15,105,inf
192,1,left,4000,15,105,inf
192,0,left,5656,15,105,95.0
192,1,left,5656,15,105,100.0
192,0,left,8000,15,105,90.0
192,1,left,8000,15,105,90.0
192,0,left,11313,15,105,85.0
192,1,left,11313,15,105,85.0
192,0,left,16000,15,105,85.0
192,1,left,16000,15,105,80.0
192,0,left,22627,15,105,90.0
192,1,left,22627,15,105,85.0
192,0,left,32000,15,105,90.0
192,1,left,32000,15,105,90.0
193,3,left,4000,15,105,80.0
193,0,left,4000,15,105,60.0
193,1,left,4000,15,105,70.0
193,3,left,5656,15,105,70.0
193,0,left,5656,15,105,55.0
193,1,left,5656,15,105,45.0
193,3,left,8000,15,105,65.0
193,0,left,8000,15,105,40.0
193,1,left,8000,15,105,50.0
193,3,left,11313,15,105,80.0
193,0,left,11313,15,105,85.0
193,1,left,11313,15,105,80.0
193,3,left,16000,15,105,95.0
193,0,left,16000,15,105,95.0
193,1,left,16000,15,105,90.0
193,3,left,22627,15,105,95.0
193,0,left,22627,15,105,95.0
193,1,left,22627,15,105,85.0
193,3,left,32000,15,105,inf
193,0,left,32000,15,105,95.0
193,1,left,32000,15,105,95.0
193,3,left,45254,15,105,inf
193,0,left,45254,15,105,90.0
193,1,left,45254,15,105,95.0
193,3,right,4000,15,105,55.0
193,2,right,4000,15,105,50.0
193,3,right,5656,15,105,45.0
193,2,right,5656,15,105,45.0
193,3,right,8000,15,105,50.0
193,2,right,8000,15,105,45.0
193,3,right,11313,15,105,75.0
193,2,right,11313,15,105,65.0
193,3,right,16000,15,105,80.0
193,2,right,16000,15,105,80.0
193,3,right,22627,15,105,85.0
193,2,right,22627,15,105,80.0
193,3,right,32000,15,105,85.0
193,2,right,32000,15,105,80.0
193,3,right,45254,15,105,90.0
193,2,right,45254,15,105,80.0
194,0,left,8000,15,80,45.0
194,0,left,16000,15,80,50.0
194,0,left,32000,15,80,75.0
195,0,left,4000,65,105,100.0
195,1,left,4000,15,105,95.0
195,0,left,5656,65,105,90.0
195,1,left,5656,15,105,95.0
195,0,left,8000,65,105,80.0
195,1,left,8000,15,105,85.0
195,0,left,11313,65,105,80.0
195,1,left,11313,15,105,85.0
195,0,left,16000,65,105,80.0
195,1,left,16000,15,105,100.0
195,0,left,22627,65,105,90.0
195,1,left,22627,15,105,95.0
195,0,left,32000,65,105,90.0
195,1,left,32000,15,105,95.0
195,0,left,45254,65,105,95.0
195,1,left,45254,15,105,inf
195,0,right,4000,65,105,100.0
195,1,right,4000,65,105,100.0
195,0,right,5656,65,105,95.0
195,1,right,5656,65,105,100.0
195,0,right,8000,65,105,80.0
195,1,right,8000,65,105,85.0
195,0,right,11313,65,105,85.0
195,1,right,11313,65,105,85.0
195,0,right,16000,65,105,85.0
195,1,right,16000,65,105,95.0
195,0,right,22627,65,105,80.0
195,1,right,22627,65,105,85.0
195,0,right,32000,65,105,95.0
195,1,right,32000,65,105,100.0
195,0,right,45254,65,105,inf
195,1,right,45254,65,105,inf
196,1,left,4000,15,105,50.0
196,0,left,4000,15,105,60.0
196,2,left,4000,15,105,50.0
196,3,left,4000,15,105,60.0
196,1,left,5656,15,105,40.0
196,0,left,5656,15,105,45.0
196,2,left,5656,15,105,35.0
196,3,left,5656,15,105,40.0
196,1,left,8000,15,105,30.0
196,0,left,8000,15,105,40.0
196,2,left,8000,15,105,30.0
196,3,left,8000,15,105,30.0
196,1,left,11313,15,105,-inf
196,0,left,11313,15,105,30.0
196,2,left,11313,15,105,35.0
196,3,left,11313,15,105,30.0
196,1,left,16000,15,105,35.0
196,0,left,16000,15,105,30.0
196,2,left,16000,15,105,45.0
196,3,left,16000,15,105,50.0
196,1,left,22627,15,105,50.0
196,0,left,22627,15,105,40.0
196,2,left,22627,15,105,65.0
196,3,left,22627,15,105,55.0
196,1,left,32000,15,105,65.0
196,0,left,32000,15,105,55.0
196,2,left,32000,15,105,70.0
196,3,left,32000,15,105,70.0
196,0,right,4000,65,105,100.0
196,0,right,5656,65,105,80.0
196,0,right,8000,65,105,85.0
196,0,right,11313,65,105,75.0
196,0,right,16000,65,105,90.0
196,0,right,22627,65,105,-inf
196,0,right,32000,65,105,80.0
197,0,left,4000,15,80,inf
197,0,left,5656,15,80,inf
197,0,left,8000,15,80,75.0
197,0,left,11313,15,80,65.0
197,0,left,16000,15,80,80.0
197,0,left,22627,15,80,75.0
197,0,left,32000,15,80,60.0
197,0,left,45254,15,80,35.0
198,1,left,4000,15,80,45.0
198,1,left,5656,15,80,45.0
198,0,left,8000,15,80,35.0
198,1,left,8000,15,80,40.0
198,1,left,11313,15,80,45.0
198,0,left,16000,15,80,40.0
198,1,left,16000,15,80,35.0
198,1,left,22627,15,80,35.0
198,0,left,32000,15,80,25.0
198,1,left,32000,15,80,35.0
198,1,left,45254,15,80,80.0
198,0,right,8000,15,80,40.0
198,1,right,8000,15,80,40.0
198,0,right,16000,15,80,35.0
198,1,right,16000,15,80,25.0
198,0,right,32000,15,80,40.0
198,1,right,32000,15,80,35.0
199,0,left,4000,15,105,inf
199,1,left,4000,15,105,inf
199,0,left,5656,15,105,100.0
199,1,left,5656,15,105,100.0
199,0,left,8000,15,105,95.0
199,1,left,8000,15,105,95.0
199,0,left,11313,15,105,90.0
199,1,left,11313,15,105,85.0
199,0,left,16000,15,105,85.0
199,1,left,16000,15,105,85.0
199,0,left,22627,15,105,85.0
199,1,left,22627,15,105,85.0
199,0,left,32000,15,105,90.0
199,1,left,32000,15,105,90.0
200,0,left,4000,65,105,105.0
200,0,left,5656,65,105,105.0
200,0,left,8000,65,105,95.0
200,0,left,11313,65,105,90.0
200,0,left,16000,65,105,85.0
200,0,left,22627,65,105,85.0
200,0,left,32000,65,105,95.0
200,0,right,4000,65,105,inf
200,0,right,5656,65,105,105.0
200,0,right,8000,65,105,95.0
200,0,right,11313,65,105,90.0
200,0,right,16000,65,105,95.0
200,0,right,22627,65,105,80.0
200,0,right,32000,65,105,85.0
201,0,left,8000,15,80,35.0
201,0,left,16000,15,80,40.0
201,0,left,32000,15,80,45.0
202,1,left,4000,15,105,55.0
202,0,left,4000,15,105,55.0
202,1,left,5656,15,105,60.0
202,0,left,5656,15,105,50.0
202,1,left,8000,15,105,60.0
202,0,left,8000,15,105,50.0
202,1,left,11313,15,105,75.0
202,0,left,11313,15,105,65.0
202,1,left,16000,15,105,90.0
202,0,left,16000,15,105,80.0
202,1,left,22627,15,105,95.0
202,0,left,22627,15,105,80.0
202,1,left,32000,15,105,95.0
202,0,left,32000,15,105,95.0
202,1,left,45254,15,105,inf
202,0,left,45254,15,105,75.0
202,1,right,4000,15,105,60.0
202,0,right,4000,15,105,50.0
202,1,right,5656,15,105,55.0
202,0,right,5656,15,105,40.0
202,1,right,8000,15,105,45.0
202,0,right,8000,15,105,35.0
202,1,right,11313,15,105,70.0
202,0,right,11313,15,105,50.0
202,1,right,16000,15,105,70.0
202,0,right,16000,15,105,65.0
202,1,right,22627,15,105,80.0
202,0,right,22627,15,105,75.0
202,1,right,32000,15,105,100.0
202,0,right,32000,15,105,95.0
202,1,right,45254,15,105,105.0
202,0,right,45254,15,105,80.0
203,0,left,4000,65,105,inf
203,1,left,4000,65,105,inf
203,0,left,5656,65,105,100.0
203,1,left,5656,65,105,105.0
203,0,left,8000,65,105,95.0
203,1,left,8000,65,105,95.0
203,0,left,11313,65,105,90.0
203,1,left,11313,65,105,90.0
203,0,left,16000,65,105,90.0
203,1,left,16000,65,105,90.0
203,0,left,22627,65,105,95.0
203,1,left,22627,65,105,95.0
203,0,left,32000,65,105,90.0
203,1,left,32000,65,105,90.0
204,0,left,4000,15,85,65.0
204,0,left,5656,15,85,45.0
204,0,left,8000,15,85,40.0
204,0,left,11313,15,85,50.0
204,0,left,16000,15,85,40.0
204,0,left,22627,15,85,35.0
204,0,left,32000,15,85,inf
204,0,right,4000,15,105,60.0
204,0,right,5656,15,105,50.0
204,0,right,8000,15,105,50.0
204,0,right,11313,15,105,45.0
204,0,right,16000,15,105,50.0
204,0,right,22627,15,105,70.0
204,0,right,32000,15,105,inf
205,0,left,4000,15,105,inf
205,1,left,4000,15,105,105.0
205,0,left,5656,15,105,105.0
205,1,left,5656,15,105,100.0
205,0,left,8000,15,105,95.0
205,1,left,8000,15,105,95.0
205,0,left,11313,15,105,85.0
205,1,left,11313,15,105,85.0
205,0,left,16000,15,105,85.0
205,1,left,16000,15,105,85.0
205,0,left,22627,15,105,85.0
205,1,left,22627,15,105,90.0
205,0,left,32000,15,105,90.0
205,1,left,32000,15,105,85.0
206,0,left,4000,15,105,40.0
206,0,left,5656,15,105,45.0
206,0,left,8000,15,105,35.0
206,0,left,11313,15,105,30.0
206,0,left,16000,15,105,35.0
206,0,left,22627,15,105,40.0
206,0,left,32000,15,105,45.0
206,0,left,45254,15,105,45.0
206,0,right,4000,15,105,55.0
206,0,right,5656,15,105,50.0
206,0,right,8000,15,105,45.0
206,0,right,11313,15,105,40.0
206,0,right,16000,15,105,40.0
206,0,right,22627,15,105,35.0
206,0,right,32000,15,105,50.0
206,0,right,45254,15,105,65.0
207,0,left,4000,65,105,105.0
207,1,left,4000,65,105,90.0
207,0,left,5656,65,105,100.0
207,1,left,5656,65,105,100.0
207,0,left,8000,65,105,90.0
207,1,left,8000,65,105,90.0
207,0,left,11313,65,105,75.0
207,1,left,11313,65,105,80.0
207,0,left,16000,65,105,80.0
207,1,left,16000,65,105,85.0
207,0,left,22627,65,105,80.0
207,1,left,22627,65,105,85.0
207,0,left,32000,65,105,85.0
207,1,left,32000,65,105,90.0
207,0,left,45254,65,105,85.0
207,1,left,45254,65,105,100.0
208,0,left,4000,15,85,55.0
208,1,left,4000,15,85,60.0
208,2,left,4000,15,85,55.0
208,3,left,4000,15,105,55.0
208,4,left,4000,15,105,60.0
208,0,left,5656,15,85,40.0
208,1,left,5656,15,85,45.0
208,2,left,5656,15,85,35.0
208,3,left,5656,15,105,40.0
208,4,left,5656,15,105,50.0
208,0,left,8000,15,85,40.0
208,1,left,8000,15,85,40.0
208,2,left,8000,15,85,35.0
208,3,left,8000,15,105,35.0
208,4,left,8000,15,105,40.0
208,0,left,11313,15,85,20.0
208,1,left,11313,15,85,25.0
208,2,left,11313,15,85,30.0
208,3,left,11313,15,105,20.0
208,4,left,11313,15,105,30.0
208,0,left,16000,15,85,35.0
208,1,left,16000,15,85,35.0
208,2,left,16000,15,85,25.0
208,3,left,16000,15,105,35.0
208,4,left,16000,15,105,75.0
208,0,left,22627,15,85,25.0
208,1,left,22627,15,85,35.0
208,2,left,22627,15,85,40.0
208,3,left,22627,15,105,65.0
208,4,left,22627,15,105,80.0
208,0,left,32000,15,85,30.0
208,1,left,32000,15,85,35.0
208,2,left,32000,15,85,85.0
208,3,left,32000,15,105,75.0
208,4,left,32000,15,105,105.0
208,0,right,4000,15,85,60.0
208,1,right,4000,15,85,55.0
208,2,right,4000,15,85,55.0
208,3,right,4000,15,85,55.0
208,4,right,4000,15,105,50.0
208,0,right,5656,15,85,45.0
208,1,right,5656,15,85,40.0
208,2,right,5656,15,85,40.0
208,3,right,5656,15,85,45.0
208,4,right,5656,15,105,45.0
208,0,right,8000,15,85,40.0
208,1,right,8000,15,85,35.0
208,2,right,8000,15,85,35.0
208,3,right,8000,15,85,40.0
208,4,right,8000,15,105,35.0
208,0,right,11313,15,85,30.0
208,1,right,11313,15,85,30.0
208,2,right,11313,15,85,25.0
208,3,right,11313,15,85,20.0
208,4,right,11313,15,105,20.0
208,0,right,16000,15,85,25.0
208,1,right,16000,15,85,40.0
208,2,right,16000,15,85,25.0
208,3,right,16000,15,85,30.0
208,4,right,16000,15,105,30.0
208,0,right,22627,15,85,25.0
208,1,right,22627,15,85,35.0
208,2,right,22627,15,85,30.0
208,3,right,22627,15,85,35.0
208,4,right,22627,15,105,35.0
208,0,right,32000,15,85,30.0
208,1,right,32000,15,85,40.0
208,2,right,32000,15,85,30.0
208,3,right,32000,15,85,35.0
208,4,right,32000,15,105,60.0
209,0,left,4000,15,105,105.0
209,1,left,4000,65,105,inf
209,0,left,5656,15,105,95.0
209,1,left,5656,65,105,100.0
209,0,left,8000,15,105,85.0
209,1,left,8000,65,105,95.0
209,0,left,11313,15,105,85.0
209,1,left,11313,65,105,85.0
209,0,left,16000,15,105,85.0
209,1,left,16000,65,105,85.0
209,0,left,22627,15,105,85.0
209,1,left,22627,65,105,85.0
209,0,left,32000,15,105,80.0
209,1,left,32000,65,105,85.0
210,0,left,4000,15,85,55.0
210,0,left,5656,15,85,45.0
210,0,left,8000,15,85,40.0
210,0,left,11313,15,85,25.0
210,0,left,16000,15,85,30.0
210,0,left,22627,15,85,25.0
210,0,left,32000,15,85,35.0
210,0,right,4000,15,85,70.0
210,0,right,5656,15,85,45.0
210,0,right,8000,15,85,50.0
210,0,right,11313,15,85,30.0
210,0,right,16000,15,85,30.0
210,0,right,22627,15,85,25.0
210,0,right,32000,15,85,35.0
211,3,left,4000,15,105,70.0
211,0,left,4000,15,105,85.0
211,1,left,4000,15,105,70.0
211,3,left,5656,15,105,70.0
211,0,left,5656,15,105,85.0
211,1,left,5656,15,105,60.0
211,3,left,8000,15,105,70.0
211,0,left,8000,15,105,80.0
211,1,left,8000,15,105,55.0
211,3,left,11313,15,105,55.0
211,0,left,11313,15,105,65.0
211,1,left,11313,15,105,45.0
211,3,left,16000,15,105,65.0
211,0,left,16000,15,105,70.0
211,1,left,16000,15,105,60.0
211,3,left,22627,15,105,65.0
211,0,left,22627,15,105,90.0
211,1,left,22627,15,105,75.0
211,3,left,32000,15,105,95.0
211,0,left,32000,15,105,105.0
211,1,left,32000,15,105,95.0
211,3,left,45254,15,105,inf
211,0,left,45254,15,105,105.0
211,1,left,45254,15,105,105.0
211,3,right,4000,15,105,60.0
211,2,right,4000,15,105,55.0
211,3,right,5656,15,105,35.0
211,2,right,5656,15,105,45.0
211,3,right,8000,15,105,35.0
211,2,right,8000,15,105,45.0
211,3,right,11313,15,105,50.0
211,2,right,11313,15,105,45.0
211,3,right,16000,15,105,65.0
211,2,right,16000,15,105,55.0
211,3,right,22627,15,105,75.0
211,2,right,22627,15,105,80.0
211,3,right,32000,15,105,90.0
211,2,right,32000,15,105,90.0
211,3,right,45254,15,105,inf
211,2,right,45254,15,105,95.0
212,0,left,4000,15,105,30.0
212,0,left,5656,15,105,40.0
212,0,left,8000,15,105,45.0
212,0,left,11313,15,105,35.0
212,0,left,16000,15,105,55.0
212,0,left,22627,15,105,100.0
212,0,left,32000,15,105,100.0
212,0,right,4000,15,105,50.0
212,0,right,5656,15,105,35.0
212,0,right,8000,15,105,50.0
212,0,right,11313,15,105,35.0
212,0,right,16000,15,105,45.0
212,0,right,22627,15,105,90.0
212,0,right,32000,15,105,105.0
213,0,left,4000,15,105,90.0
213,0,left,5656,15,105,90.0
213,0,left,8000,15,105,70.0
213,0,left,11313,15,105,55.0
213,0,left,16000,15,105,50.0
213,0,left,22627,15,105,55.0
213,0,left,32000,15,105,75.0
213,0,left,45254,15,105,70.0
213,0,right,4000,15,105,80.0
213,0,right,5656,15,105,80.0
213,0,right,8000,15,105,70.0
213,0,right,11313,15,105,45.0
213,0,right,16000,15,105,55.0
213,0,right,22627,15,105,55.0
213,0,right,32000,15,105,70.0
213,0,right,45254,15,105,85.0
214,0,left,4000,15,105,75.0
214,1,left,4000,15,105,95.0
214,2,left,4000,15,105,85.0
214,3,left,4000,15,105,95.0
214,4,left,4000,15,105,85.0
214,0,left,5656,15,105,45.0
214,1,left,5656,15,105,65.0
214,2,left,5656,15,105,80.0
214,3,left,5656,15,105,75.0
214,4,left,5656,15,105,70.0
214,0,left,8000,15,105,40.0
214,1,left,8000,15,105,50.0
214,2,left,8000,15,105,47.5
214,3,left,8000,15,105,60.0
214,4,left,8000,15,105,60.0
214,0,left,11313,15,105,35.0
214,1,left,11313,15,105,35.0
214,2,left,11313,15,105,27.5
214,3,left,11313,15,105,30.0
214,4,left,11313,15,105,30.0
214,0,left,16000,15,105,40.0
214,1,left,16000,15,105,45.0
214,2,left,16000,15,105,32.5
214,3,left,16000,15,105,35.0
214,4,left,16000,15,105,60.0
214,0,left,22627,15,105,35.0
214,1,left,22627,15,105,35.0
214,2,left,22627,15,105,42.5
214,3,left,22627,15,105,45.0
214,4,left,22627,15,105,70.0
214,0,left,32000,15,105,50.0
214,1,left,32000,15,105,45.0
214,2,left,32000,15,105,47.5
214,3,left,32000,15,105,40.0
214,4,left,32000,15,105,50.0
214,0,right,4000,65,105,105.0
214,0,right,5656,65,105,80.0
214,0,right,8000,65,105,90.0
214,0,right,11313,65,105,70.0
214,0,right,16000,65,105,70.0
214,0,right,22627,65,105,-inf
214,0,right,32000,65,105,90.0
215,0,left,4000,15,105,50.0
215,0,left,5656,15,105,30.0
215,0,left,8000,15,105,25.0
215,0,left,11313,15,105,20.0
215,0,left,16000,15,105,20.0
215,0,left,22627,15,105,25.0
215,0,left,32000,15,105,20.0
215,0,right,4000,15,105,55.0
215,0,right,5656,15,105,35.0
215,0,right,8000,15,105,35.0
215,0,right,11313,15,105,25.0
215,0,right,16000,15,105,35.0
215,0,right,22627,15,105,30.0
215,0,right,32000,15,105,35.0
216,0,left,4000,15,105,85.0
216,0,left,5656,15,105,85.0
216,0,left,8000,15,105,65.0
216,0,left,11313,15,105,35.0
216,0,left,16000,15,105,50.0
216,0,left,22627,15,105,40.0
216,0,left,32000,15,105,50.0
216,0,left,45254,15,105,85.0
217,0,left,8000,15,80,50.0
217,1,left,8000,15,80,35.0
217,0,left,16000,15,80,50.0
217,1,left,16000,15,80,35.0
217,0,left,32000,15,80,65.0
217,1,left,32000,15,80,45.0
218,0,left,4000,60,105,105.0
218,1,left,4000,65,105,100.0
218,2,left,4000,65,105,inf
218,0,left,5656,60,105,100.0
218,1,left,5656,65,105,95.0
218,2,left,5656,65,105,inf
218,0,left,8000,60,105,80.0
218,1,left,8000,65,105,85.0
218,2,left,8000,65,105,100.0
218,0,left,11313,60,105,80.0
218,1,left,11313,65,105,80.0
218,2,left,11313,65,105,90.0
218,0,left,16000,60,105,80.0
218,1,left,16000,65,105,80.0
218,2,left,16000,65,105,90.0
218,0,left,22627,60,105,80.0
218,1,left,22627,65,105,85.0
218,2,left,22627,65,105,95.0
218,0,left,32000,60,105,85.0
218,1,left,32000,65,105,85.0
218,2,left,32000,65,105,inf
218,0,left,45254,60,105,100.0
218,1,left,45254,65,105,95.0
218,2,left,45254,65,105,inf
218,2,right,4000,65,105,inf
218,2,right,5656,65,105,inf
218,2,right,8000,65,105,90.0
218,2,right,11313,65,105,90.0
218,2,right,16000,65,105,90.0
218,2,right,22627,65,105,95.0
218,2,right,32000,65,105,inf
218,2,right,45254,65,105,inf
219,3,left,4000,15,105,100.0
219,0,left,4000,15,105,105.0
219,1,left,4000,55,105,105.0
219,3,left,5656,15,105,100.0
219,0,left,5656,15,105,90.0
219,1,left,5656,55,105,100.0
219,3,left,8000,15,105,90.0
219,0,left,8000,15,105,90.0
219,1,left,8000,55,105,95.0
