id,timepoint,ear,frequency,min_level,max_level,manual threshold
82,1,left,22627,65,105,85.0
82,3,left,22627,65,105,95.0
82,4,left,22627,65,105,inf
82,0,left,32000,65,105,95.0
82,2,left,32000,65,105,100.0
82,1,left,32000,65,105,95.0
82,3,left,32000,65,105,105.0
82,4,left,32000,65,105,inf
82,0,right,4000,65,105,inf
82,2,right,4000,65,105,inf
82,1,right,4000,65,105,inf
82,3,right,4000,65,105,inf
82,4,right,4000,65,105,inf
82,0,right,5656,65,105,inf
82,2,right,5656,65,105,105.0
82,1,right,5656,65,105,inf
82,3,right,5656,65,105,105.0
82,4,right,5656,65,105,inf
82,0,right,8000,65,105,95.0
82,2,right,8000,65,105,100.0
82,1,right,8000,65,105,95.0
82,3,right,8000,65,105,105.0
82,4,right,8000,65,105,inf
82,0,right,11313,65,105,90.0
82,2,right,11313,65,105,100.0
82,1,right,11313,65,105,90.0
82,3,right,11313,65,105,105.0
82,4,right,11313,65,105,inf
82,0,right,16000,65,105,90.0
82,2,right,16000,65,105,95.0
82,1,right,16000,65,105,95.0
82,3,right,16000,65,105,105.0
82,4,right,16000,65,105,inf
82,0,right,22627,65,105,85.0
82,2,right,22627,65,105,90.0
82,1,right,22627,65,105,95.0
82,3,right,22627,65,105,100.0
82,4,right,22627,65,105,inf
82,0,right,32000,65,105,90.0
82,2,right,32000,65,105,85.0
82,1,right,32000,65,105,95.0
82,3,right,32000,65,105,105.0
82,4,right,32000,65,105,inf
83,0,left,4000,15,105,85.0
83,0,left,5656,15,105,85.0
83,0,left,8000,15,105,45.0
83,0,left,11313,15,105,40.0
83,0,left,16000,15,105,45.0
83,0,left,22627,15,105,50.0
83,0,left,32000,15,105,60.0
83,0,left,45254,15,105,80.0
83,0,right,4000,15,105,90.0
83,0,right,5656,15,105,80.0
83,0,right,8000,15,105,60.0
83,0,right,11313,15,105,40.0
83,0,right,16000,15,105,45.0
83,0,right,22627,15,105,45.0
83,0,right,32000,15,105,40.0
83,0,right,45254,15,105,75.0
84,3,left,4000,15,105,inf
84,0,left,4000,15,105,70.0
84,1,left,4000,15,105,75.0
84,3,left,5656,15,105,100.0
84,0,left,5656,15,105,70.0
84,1,left,5656,15,105,80.0
84,3,left,8000,15,105,85.0
84,0,left,8000,15,105,75.0
84,1,left,8000,15,105,80.0
84,3,left,11313,15,105,85.0
84,0,left,11313,15,105,95.0
84,1,left,11313,15,105,85.0
84,3,left,16000,15,105,95.0
84,0,left,16000,15,105,90.0
84,1,left,16000,15,105,90.0
84,3,left,22627,15,105,90.0
84,0,left,22627,15,105,90.0
84,1,left,22627,15,105,80.0
84,3,left,32000,15,105,105.0
84,0,left,32000,15,105,100.0
84,1,left,32000,15,105,95.0
84,3,left,45254,15,105,inf
84,0,left,45254,15,105,inf
84,1,left,45254,15,105,95.0
84,3,right,4000,15,105,inf
84,2,right,4000,40,105,inf
84,3,right,5656,15,105,100.0
84,2,right,5656,40,105,inf
84,3,right,8000,15,105,100.0
84,2,right,8000,40,105,105.0
84,3,right,11313,15,105,90.0
84,2,right,11313,40,105,100.0
84,3,right,16000,15,105,100.0
84,2,right,16000,40,105,95.0
84,3,right,22627,15,105,95.0
84,2,right,22627,40,105,90.0
84,3,right,32000,15,105,105.0
84,2,right,32000,40,105,95.0
84,3,right,45254,15,105,inf
84,2,right,45254,40,105,inf
85,0,left,4000,65,105,inf
85,0,left,5656,65,105,inf
85,0,left,8000,65,105,inf
85,0,left,11313,65,105,inf
85,0,left,16000,65,105,105.0
85,0,left,22627,65,105,95.0
85,0,left,32000,65,105,105.0
86,0,left,4000,15,105,inf
86,1,left,4000,15,105,inf
86,0,left,5656,15,105,105.0
86,1,left,5656,15,105,105.0
86,0,left,8000,15,105,100.0
86,1,left,8000,15,105,95.0
86,0,left,11313,15,105,90.0
86,1,left,11313,15,105,90.0
86,0,left,16000,15,105,90.0
86,1,left,16000,15,105,85.0
86,0,left,22627,15,105,90.0
86,1,left,22627,15,105,85.0
86,0,left,32000,15,105,95.0
86,1,left,32000,15,105,85.0
87,0,left,4000,15,105,inf
87,1,left,4000,15,105,50.0
87,2,left,4000,15,105,70.0
87,3,left,4000,15,105,50.0
87,0,left,5656,15,105,105.0
87,1,left,5656,15,105,50.0
87,2,left,5656,15,105,50.0
87,3,left,5656,15,105,45.0
87,0,left,8000,15,105,85.0
87,1,left,8000,15,105,70.0
87,2,left,8000,15,105,85.0
87,3,left,8000,15,105,90.0
87,0,left,11313,15,105,90.0
87,1,left,11313,15,105,85.0
87,2,left,11313,15,105,90.0
87,3,left,11313,15,105,95.0
87,0,left,16000,15,105,100.0
87,1,left,16000,15,105,95.0
87,2,left,16000,15,105,95.0
87,3,left,16000,15,105,105.0
87,0,left,22627,15,105,100.0
87,1,left,22627,15,105,95.0
87,2,left,22627,15,105,100.0
87,3,left,22627,15,105,95.0
87,0,left,32000,15,105,100.0
87,1,left,32000,15,105,inf
87,2,left,32000,15,105,105.0
87,3,left,32000,15,105,100.0
87,0,left,45254,15,105,100.0
87,1,left,45254,15,105,90.0
87,2,left,45254,15,105,105.0
87,3,left,45254,15,105,85.0
87,0,right,4000,15,105,105.0
87,1,right,4000,15,105,45.0
87,2,right,4000,15,105,80.0
87,3,right,4000,15,105,55.0
87,0,right,5656,15,105,100.0
87,1,right,5656,15,105,50.0
87,2,right,5656,15,105,65.0
87,3,right,5656,15,105,45.0
87,0,right,8000,15,105,100.0
87,1,right,8000,15,105,45.0
87,2,right,8000,15,105,75.0
87,3,right,8000,15,105,55.0
87,0,right,11313,15,105,105.0
87,1,right,11313,15,105,70.0
87,2,right,11313,15,105,90.0
87,3,right,11313,15,105,75.0
87,0,right,16000,15,105,inf
87,1,right,16000,15,105,70.0
87,2,right,16000,15,105,90.0
87,3,right,16000,15,105,85.0
87,0,right,22627,15,105,inf
87,1,right,22627,15,105,85.0
87,2,right,22627,15,105,95.0
87,3,right,22627,15,105,90.0
87,0,right,32000,15,105,100.0
87,1,right,32000,15,105,90.0
87,2,right,32000,15,105,95.0
87,3,right,32000,15,105,95.0
87,0,right,45254,15,105,inf
87,1,right,45254,15,105,95.0
87,2,right,45254,15,105,100.0
87,3,right,45254,15,105,90.0
88,1,left,4000,15,85,55.0
88,0,left,4000,15,105,50.0
88,1,left,5656,15,85,40.0
88,0,left,5656,15,105,40.0
88,1,left,8000,15,85,30.0
88,0,left,8000,15,105,40.0
88,1,left,11313,15,85,30.0
88,0,left,11313,15,105,35.0
88,1,left,16000,15,85,40.0
88,0,left,16000,15,105,40.0
88,1,left,22627,15,85,40.0
88,0,left,22627,15,105,35.0
88,1,left,32000,15,85,35.0
88,0,left,32000,15,105,35.0
88,1,right,4000,15,85,inf
88,0,right,4000,15,105,90.0
88,1,right,5656,15,85,inf
88,0,right,5656,15,105,90.0
88,1,right,8000,15,85,60.0
88,0,right,8000,15,105,75.0
88,1,right,11313,15,85,45.0
88,0,right,11313,15,105,45.0
88,1,right,16000,15,85,50.0
88,0,right,16000,15,105,40.0
88,1,right,22627,15,85,45.0
88,0,right,22627,15,105,35.0
88,1,right,32000,15,85,40.0
88,0,right,32000,15,105,40.0
89,0,left,4000,15,105,45.0
89,0,left,5656,15,105,30.0
89,0,left,8000,15,105,30.0
89,0,left,11313,15,105,30.0
89,0,left,16000,15,105,20.0
89,0,left,22627,15,105,20.0
89,0,left,32000,15,105,35.0
89,0,right,4000,15,105,45.0
89,0,right,5656,15,105,35.0
89,0,right,8000,15,105,35.0
89,0,right,11313,15,105,25.0
89,0,right,16000,15,105,25.0
89,0,right,22627,15,105,20.0
89,0,right,32000,15,105,30.0
90,0,left,4000,15,105,85.0
90,0,left,5656,15,105,90.0
90,0,left,8000,15,105,85.0
90,0,left,11313,15,105,80.0
90,0,left,16000,15,105,85.0
90,0,left,22627,15,105,80.0
90,0,left,32000,15,105,85.0
90,0,left,45254,15,105,90.0
90,0,right,4000,15,105,95.0
90,0,right,5656,15,105,95.0
90,0,right,8000,15,105,80.0
90,0,right,11313,15,105,75.0
90,0,right,16000,15,105,80.0
90,0,right,22627,15,105,75.0
90,0,right,32000,15,105,85.0
90,0,right,45254,15,105,85.0
91,0,left,4000,15,85,55.0
91,1,left,4000,15,85,40.0
91,3,left,4000,15,85,50.0
91,2,left,4000,15,85,45.0
91,4,left,4000,15,85,55.0
91,5,left,4000,15,85,45.0
91,0,left,5656,15,85,30.0
91,1,left,5656,15,85,35.0
91,3,left,5656,15,85,30.0
91,2,left,5656,15,85,30.0
91,4,left,5656,15,85,35.0
91,5,left,5656,15,85,30.0
91,0,left,8000,15,85,30.0
91,1,left,8000,15,85,40.0
91,3,left,8000,15,85,40.0
91,2,left,8000,15,85,35.0
91,4,left,8000,15,85,35.0
91,5,left,8000,15,85,35.0
91,0,left,11313,15,85,-inf
91,1,left,11313,15,85,25.0
91,3,left,11313,15,85,25.0
91,2,left,11313,15,85,25.0
91,4,left,11313,15,85,30.0
91,5,left,11313,15,85,25.0
91,0,left,16000,15,85,20.0
91,1,left,16000,15,85,35.0
91,3,left,16000,15,85,30.0
91,2,left,16000,15,85,20.0
91,4,left,16000,15,85,25.0
91,5,left,16000,15,85,25.0
91,0,left,22627,15,85,-inf
91,1,left,22627,15,85,30.0
91,3,left,22627,15,85,30.0
91,2,left,22627,15,85,25.0
91,4,left,22627,15,85,35.0
91,5,left,22627,15,85,35.0
91,0,left,32000,15,85,35.0
91,1,left,32000,15,85,40.0
91,3,left,32000,15,85,40.0
91,2,left,32000,15,85,20.0
91,4,left,32000,15,85,40.0
91,5,left,32000,15,85,40.0
91,0,right,4000,15,85,50.0
91,1,right,4000,15,85,45.0
91,3,right,4000,15,85,55.0
91,2,right,4000,15,85,50.0
91,4,right,4000,15,85,55.0
91,5,right,4000,15,85,45.0
91,0,right,5656,15,85,35.0
91,1,right,5656,15,85,45.0
91,3,right,5656,15,85,35.0
91,2,right,5656,15,85,40.0
91,4,right,5656,15,85,40.0
91,5,right,5656,15,85,40.0
91,0,right,8000,15,85,40.0
91,1,right,8000,15,85,40.0
91,3,right,8000,15,85,35.0
91,2,right,8000,15,85,30.0
91,4,right,8000,15,85,35.0
91,5,right,8000,15,85,30.0
91,0,right,11313,15,85,25.0
91,1,right,11313,15,85,25.0
91,3,right,11313,15,85,25.0
91,2,right,11313,15,85,25.0
91,4,right,11313,15,85,20.0
91,5,right,11313,15,85,25.0
91,0,right,16000,15,85,30.0
91,1,right,16000,15,85,35.0
91,3,right,16000,15,85,30.0
91,2,right,16000,15,85,25.0
91,4,right,16000,15,85,30.0
91,5,right,16000,15,85,30.0
91,0,right,22627,15,85,35.0
91,1,right,22627,15,85,30.0
91,3,right,22627,15,85,30.0
91,2,right,22627,15,85,25.0
91,4,right,22627,15,85,35.0
91,5,right,22627,15,85,30.0
91,0,right,32000,15,85,30.0
91,1,right,32000,15,85,35.0
91,3,right,32000,15,85,40.0
91,2,right,32000,15,85,30.0
91,4,right,32000,15,85,45.0
91,5,right,32000,15,85,35.0
92,0,left,4000,15,105,95.0
92,0,left,5656,15,105,90.0
92,0,left,8000,15,105,70.0
92,0,left,11313,15,105,80.0
92,0,left,16000,15,105,80.0
92,0,left,22627,15,105,80.0
92,0,left,32000,15,105,90.0
92,0,left,45254,15,105,80.0
92,0,right,4000,15,105,inf
92,0,right,5656,15,105,inf
92,0,right,8000,15,105,95.0
92,0,right,11313,15,105,95.0
92,0,right,16000,15,105,90.0
92,0,right,22627,15,105,90.0
92,0,right,32000,15,105,90.0
92,0,right,45254,15,105,100.0
93,0,left,8000,15,80,30.0
93,1,left,8000,15,80,40.0
93,0,left,16000,15,80,30.0
93,1,left,16000,15,80,40.0
93,0,left,32000,15,80,30.0
93,1,left,32000,15,80,40.0
94,0,left,4000,65,105,inf
94,1,left,4000,65,105,105.0
94,2,left,4000,65,105,inf
94,0,left,5656,65,105,105.0
94,1,left,5656,65,105,105.0
94,2,left,5656,65,105,inf
94,0,left,8000,65,105,90.0
94,1,left,8000,65,105,90.0
94,2,left,8000,65,105,95.0
94,0,left,11313,65,105,85.0
94,1,left,11313,65,105,85.0
94,2,left,11313,65,105,85.0
94,0,left,16000,65,105,85.0
94,1,left,16000,65,105,85.0
94,2,left,16000,65,105,95.0
94,0,left,22627,65,105,85.0
94,1,left,22627,65,105,85.0
94,2,left,22627,65,105,100.0
94,0,left,32000,65,105,90.0
94,1,left,32000,65,105,85.0
94,2,left,32000,65,105,inf
94,0,left,45254,65,105,100.0
94,1,left,45254,65,105,105.0
94,2,left,45254,65,105,inf
94,2,right,4000,65,105,105.0
94,2,right,5656,65,105,100.0
94,2,right,8000,65,105,95.0
94,2,right,11313,65,105,90.0
94,2,right,16000,65,105,95.0
94,2,right,22627,65,105,100.0
94,2,right,32000,65,105,inf
94,2,right,45254,65,105,inf
95,0,left,4000,15,105,95.0
95,0,left,5656,15,105,85.0
95,0,left,8000,15,105,50.0
95,0,left,11313,15,105,40.0
95,0,left,16000,15,105,50.0
95,0,left,22627,15,105,45.0
95,0,left,32000,15,105,60.0
95,0,left,45254,15,105,70.0
95,0,right,4000,15,105,85.0
95,0,right,5656,15,105,60.0
95,0,right,8000,15,105,35.0
95,0,right,11313,15,105,25.0
95,0,right,16000,15,105,40.0
95,0,right,22627,15,105,50.0
95,0,right,32000,15,105,65.0
95,0,right,45254,15,105,65.0
96,0,left,4000,65,105,90.0
96,1,left,4000,65,105,90.0
96,0,left,5656,65,105,85.0
96,1,left,5656,65,105,90.0
96,0,left,8000,65,105,80.0
96,1,left,8000,65,105,85.0
96,0,left,11313,65,105,80.0
96,1,left,11313,65,105,85.0
96,0,left,16000,65,105,80.0
96,1,left,16000,65,105,85.0
96,0,left,22627,65,105,80.0
96,1,left,22627,65,105,85.0
96,0,left,32000,65,105,85.0
96,1,left,32000,65,105,85.0
96,0,left,45254,65,105,80.0
96,1,left,45254,65,105,inf
96,0,right,4000,65,105,95.0
96,1,right,4000,65,105,inf
96,0,right,5656,65,105,90.0
96,1,right,5656,65,105,105.0
96,0,right,8000,65,105,80.0
96,1,right,8000,65,105,90.0
96,0,right,11313,65,105,80.0
96,1,right,11313,65,105,85.0
96,0,right,16000,65,105,90.0
96,1,right,16000,65,105,90.0
96,0,right,22627,65,105,75.0
96,1,right,22627,65,105,85.0
96,0,right,32000,65,105,90.0
96,1,right,32000,65,105,90.0
96,0,right,45254,65,105,90.0
96,1,right,45254,65,105,inf
97,0,left,4000,15,105,105.0
97,1,left,4000,15,105,inf
97,0,left,5656,15,105,95.0
97,1,left,5656,15,105,100.0
97,0,left,8000,15,105,95.0
97,1,left,8000,15,105,95.0
97,0,left,11313,15,105,85.0
97,1,left,11313,15,105,85.0
97,0,left,16000,15,105,80.0
97,1,left,16000,15,105,85.0
97,0,left,22627,15,105,85.0
97,1,left,22627,15,105,85.0
97,0,left,32000,15,105,85.0
97,1,left,32000,15,105,85.0
98,0,left,8000,15,80,45.0
98,1,left,8000,15,80,35.0
98,0,left,16000,15,80,35.0
98,1,left,16000,15,80,35.0
98,0,left,32000,15,80,35.0
98,1,left,32000,15,80,40.0
98,0,right,8000,15,80,35.0
98,1,right,8000,15,80,30.0
98,0,right,16000,15,80,30.0
98,1,right,16000,15,80,35.0
98,0,right,32000,15,80,40.0
98,1,right,32000,15,80,40.0
99,0,left,4000,60,105,100.0
99,1,left,4000,65,105,inf
99,0,left,5656,60,105,100.0
99,1,left,5656,65,105,100.0
99,0,left,8000,60,105,90.0
99,1,left,8000,65,105,85.0
99,0,left,11313,60,105,85.0
99,1,left,11313,65,105,75.0
99,0,left,16000,60,105,80.0
99,1,left,16000,65,105,80.0
99,0,left,22627,60,105,75.0
99,1,left,22627,65,105,85.0
99,0,left,32000,60,105,75.0
99,1,left,32000,65,105,80.0
99,0,left,45254,60,105,90.0
99,1,left,45254,65,105,80.0
100,0,left,4000,15,105,85.0
100,0,left,5656,15,105,80.0
100,0,left,8000,15,105,50.0
100,0,left,11313,15,105,30.0
100,0,left,16000,15,105,25.0
100,0,left,22627,15,105,50.0
100,0,left,32000,15,105,60.0
100,0,left,45254,15,105,60.0
100,0,right,4000,65,105,inf
100,0,right,5656,65,105,inf
100,0,right,8000,65,105,inf
100,0,right,11313,65,105,inf
100,0,right,16000,65,105,-inf
100,0,right,22627,65,105,70.0
100,0,right,32000,65,105,inf
100,0,right,45254,65,105,100.0
101,0,left,4000,15,105,45.0
101,1,left,4000,15,105,60.0
101,2,left,4000,15,105,80.0
101,3,left,4000,15,105,50.0
101,0,left,5656,15,105,55.0
101,1,left,5656,15,105,50.0
101,2,left,5656,15,105,85.0
101,3,left,5656,15,105,45.0
101,0,left,8000,15,105,50.0
101,1,left,8000,15,105,50.0
101,2,left,8000,15,105,95.0
101,3,left,8000,15,105,55.0
101,0,left,11313,15,105,75.0
101,1,left,11313,15,105,70.0
101,2,left,11313,15,105,95.0
101,3,left,11313,15,105,75.0
101,0,left,16000,15,105,75.0
101,1,left,16000,15,105,85.0
101,2,left,16000,15,105,85.0
101,3,left,16000,15,105,80.0
101,0,left,22627,15,105,75.0
101,1,left,22627,15,105,85.0
101,2,left,22627,15,105,inf
101,3,left,22627,15,105,80.0
101,0,left,32000,15,105,100.0
101,1,left,32000,15,105,95.0
101,2,left,32000,15,105,inf
101,3,left,32000,15,105,90.0
101,0,left,45254,15,105,80.0
101,1,left,45254,15,105,95.0
101,2,left,45254,15,105,105.0
101,3,left,45254,15,105,90.0
101,0,right,4000,15,105,60.0
101,1,right,4000,15,105,80.0
101,2,right,4000,15,105,55.0
101,3,right,4000,15,105,75.0
101,0,right,5656,15,105,60.0
101,1,right,5656,15,105,80.0
101,2,right,5656,15,105,50.0
101,3,right,5656,15,105,75.0
101,0,right,8000,15,105,60.0
101,1,right,8000,15,105,70.0
101,2,right,8000,15,105,65.0
101,3,right,8000,15,105,70.0
101,0,right,11313,15,105,75.0
101,1,right,11313,15,105,65.0
101,2,right,11313,15,105,75.0
101,3,right,11313,15,105,70.0
101,0,right,16000,15,105,75.0
101,1,right,16000,15,105,60.0
101,2,right,16000,15,105,75.0
101,3,right,16000,15,105,60.0
101,0,right,22627,15,105,90.0
101,1,right,22627,15,105,80.0
101,2,right,22627,15,105,95.0
101,3,right,22627,15,105,85.0
101,0,right,32000,15,105,inf
101,1,right,32000,15,105,85.0
101,2,right,32000,15,105,inf
101,3,right,32000,15,105,90.0
101,0,right,45254,15,105,75.0
101,1,right,45254,15,105,95.0
101,2,right,45254,15,105,inf
101,3,right,45254,15,105,80.0
102,0,left,4000,15,80,45.0
102,0,left,5656,15,80,35.0
102,0,left,8000,15,80,30.0
102,0,left,11313,15,80,20.0
102,0,left,16000,15,80,25.0
102,0,left,22627,15,80,25.0
102,0,left,32000,15,80,30.0
102,0,left,45254,15,80,40.0
103,0,left,4000,15,105,45.0
103,0,left,5656,15,105,30.0
103,0,left,8000,15,105,30.0
103,0,left,11313,15,105,20.0
103,0,left,16000,15,105,25.0
103,0,left,22627,15,105,20.0
103,0,left,32000,15,105,35.0
103,0,right,4000,15,105,55.0
103,0,right,5656,15,105,35.0
103,0,right,8000,15,105,35.0
103,0,right,11313,15,105,30.0
103,0,right,16000,15,105,25.0
103,0,right,22627,15,105,30.0
103,0,right,32000,15,105,25.0
104,0,left,4000,15,105,90.0
104,1,left,4000,15,105,85.0
104,0,left,5656,15,105,80.0
104,1,left,5656,15,105,75.0
104,0,left,8000,15,105,65.0
104,1,left,8000,15,105,65.0
104,0,left,11313,15,105,65.0
104,1,left,11313,15,105,65.0
104,0,left,16000,15,105,80.0
104,1,left,16000,15,105,90.0
104,0,left,22627,15,105,80.0
104,1,left,22627,15,105,75.0
104,0,left,32000,15,105,90.0
104,1,left,32000,15,105,90.0
104,0,left,45254,15,105,90.0
104,1,left,45254,15,105,105.0
104,0,right,4000,65,105,inf
104,0,right,5656,65,105,105.0
104,0,right,8000,65,105,100.0
104,0,right,11313,65,105,90.0
104,0,right,16000,65,105,95.0
104,0,right,22627,65,105,85.0
104,0,right,32000,65,105,85.0
104,0,right,45254,65,105,100.0
105,1,left,4000,15,105,80.0
105,0,left,4000,15,105,65.0
105,1,left,5656,15,105,70.0
105,0,left,5656,15,105,65.0
105,1,left,8000,15,105,55.0
105,0,left,8000,15,105,50.0
105,1,left,11313,15,105,70.0
105,0,left,11313,15,105,65.0
105,1,left,16000,15,105,85.0
105,0,left,16000,15,105,80.0
105,1,left,22627,15,105,95.0
105,0,left,22627,15,105,90.0
105,1,left,32000,15,105,95.0
105,0,left,32000,15,105,90.0
105,1,left,45254,15,105,95.0
105,0,left,45254,15,105,85.0
105,1,right,4000,15,105,70.0
105,0,right,4000,15,105,65.0
105,1,right,5656,15,105,55.0
105,0,right,5656,15,105,50.0
105,1,right,8000,15,105,55.0
105,0,right,8000,15,105,45.0
105,1,right,11313,15,105,60.0
105,0,right,11313,15,105,75.0
105,1,right,16000,15,105,95.0
105,0,right,16000,15,105,95.0
105,1,right,22627,15,105,95.0
105,0,right,22627,15,105,95.0
105,1,right,32000,15,105,100.0
105,0,right,32000,15,105,95.0
105,1,right,45254,15,105,inf
105,0,right,45254,15,105,95.0
106,0,left,4000,15,105,inf
106,0,left,5656,15,105,inf
106,0,left,8000,15,105,inf
106,0,left,11313,15,105,75.0
106,0,left,16000,15,105,50.0
106,0,left,22627,15,105,55.0
106,0,left,32000,15,105,90.0
106,0,left,45254,15,105,95.0
106,0,right,4000,65,105,inf
106,0,right,5656,65,105,inf
106,0,right,8000,65,105,105.0
106,0,right,11313,65,105,105.0
106,0,right,16000,65,105,90.0
106,0,right,22627,65,105,100.0
106,0,right,32000,65,105,100.0
106,0,right,45254,65,105,105.0
107,0,left,4000,15,80,40.0
107,0,left,5656,15,80,30.0
107,0,left,8000,15,80,20.0
107,0,left,11313,15,80,25.0
107,0,left,16000,15,80,15.0
107,0,left,22627,15,80,15.0
107,0,left,32000,15,80,20.0
107,0,left,45254,15,80,20.0
108,0,left,4000,65,105,inf
108,1,left,4000,65,105,inf
108,0,left,5656,65,105,inf
108,1,left,5656,65,105,inf
108,0,left,8000,65,105,inf
108,1,left,8000,65,105,inf
108,0,left,11313,65,105,inf
108,1,left,11313,65,105,inf
108,0,left,16000,65,105,inf
108,1,left,16000,65,105,inf
108,0,left,22627,65,105,inf
108,1,left,22627,65,105,inf
108,0,left,32000,65,105,inf
108,1,left,32000,65,105,inf
109,0,left,4000,15,105,55.0
109,2,left,4000,15,105,55.0
109,1,left,4000,15,105,50.0
109,0,left,5656,15,105,40.0
109,2,left,5656,15,105,35.0
109,1,left,5656,15,105,40.0
109,0,left,8000,15,105,45.0
109,2,left,8000,15,105,30.0
109,1,left,8000,15,105,40.0
109,0,left,11313,15,105,25.0
109,2,left,11313,15,105,25.0
109,1,left,11313,15,105,25.0
109,0,left,16000,15,105,30.0
109,2,left,16000,15,105,30.0
109,1,left,16000,15,105,35.0
109,0,left,22627,15,105,30.0
109,2,left,22627,15,105,35.0
109,1,left,22627,15,105,35.0
109,0,left,32000,15,105,40.0
109,2,left,32000,15,105,60.0
109,1,left,32000,15,105,50.0
110,0,left,4000,15,85,70.0
110,0,left,5656,15,85,45.0
110,0,left,8000,15,85,40.0
110,0,left,11313,15,85,35.0
110,0,left,16000,15,85,45.0
110,0,left,22627,15,85,40.0
110,0,left,32000,15,85,45.0
110,0,right,4000,15,85,inf
110,0,right,5656,15,85,70.0
110,0,right,8000,15,85,60.0
110,0,right,11313,15,85,45.0
110,0,right,16000,15,85,55.0
110,0,right,22627,15,85,45.0
110,0,right,32000,15,85,55.0
111,0,left,8000,15,80,35.0
111,0,left,16000,15,80,20.0
111,0,left,32000,15,80,35.0
112,0,left,4000,15,105,65.0
112,1,left,4000,15,105,inf
112,0,left,5656,15,105,50.0
112,1,left,5656,15,105,inf
112,0,left,8000,15,105,55.0
112,1,left,8000,15,105,inf
112,0,left,11313,15,105,95.0
112,1,left,11313,15,105,inf
112,0,left,16000,15,105,95.0
112,1,left,16000,15,105,inf
112,0,left,22627,15,105,95.0
112,1,left,22627,15,105,inf
112,0,left,32000,15,105,100.0
112,1,left,32000,15,105,inf
112,0,left,45254,15,105,95.0
112,1,left,45254,15,105,inf
112,0,right,4000,15,105,65.0
112,1,right,4000,15,105,85.0
112,0,right,5656,15,105,70.0
112,1,right,5656,15,105,85.0
112,0,right,8000,15,105,100.0
112,1,right,8000,15,105,105.0
112,0,right,11313,15,105,90.0
112,1,right,11313,15,105,105.0
112,0,right,16000,15,105,95.0
112,1,right,16000,15,105,105.0
112,0,right,22627,15,105,90.0
112,1,right,22627,15,105,inf
112,0,right,32000,15,105,105.0
112,1,right,32000,15,105,inf
112,0,right,45254,15,105,inf
112,1,right,45254,15,105,inf
113,2,left,4000,15,105,65.0
113,0,left,4000,15,105,50.0
113,1,left,4000,15,105,55.0
113,3,left,4000,15,105,60.0
113,4,left,4000,15,105,55.0
113,2,left,5656,15,105,50.0
113,0,left,5656,15,105,35.0
113,1,left,5656,15,105,45.0
113,3,left,5656,15,105,45.0
113,4,left,5656,15,105,40.0
113,2,left,8000,15,105,45.0
113,0,left,8000,15,105,40.0
113,1,left,8000,15,105,50.0
113,3,left,8000,15,105,45.0
113,4,left,8000,15,105,35.0
113,2,left,11313,15,105,30.0
113,0,left,11313,15,105,20.0
113,1,left,11313,15,105,25.0
113,3,left,11313,15,105,25.0
113,4,left,11313,15,105,25.0
113,2,left,16000,15,105,40.0
113,0,left,16000,15,105,30.0
113,1,left,16000,15,105,30.0
113,3,left,16000,15,105,30.0
113,4,left,16000,15,105,35.0
113,2,left,22627,15,105,40.0
113,0,left,22627,15,105,30.0
113,1,left,22627,15,105,35.0
113,3,left,22627,15,105,35.0
113,4,left,22627,15,105,35.0
113,2,left,32000,15,105,55.0
113,0,left,32000,15,105,35.0
113,1,left,32000,15,105,45.0
113,3,left,32000,15,105,45.0
113,4,left,32000,15,105,65.0
113,0,right,4000,65,105,inf
113,0,right,5656,65,105,105.0
113,0,right,8000,65,105,90.0
113,0,right,11313,65,105,75.0
113,0,right,16000,65,105,85.0
113,0,right,22627,65,105,85.0
113,0,right,32000,65,105,90.0
114,0,left,4000,15,105,55.0
114,1,left,4000,15,105,55.0
114,2,left,4000,15,105,65.0
114,0,left,5656,15,105,45.0
114,1,left,5656,15,105,45.0
114,2,left,5656,15,105,45.0
114,0,left,8000,15,105,30.0
114,1,left,8000,15,105,40.0
114,2,left,8000,15,105,45.0
114,0,left,11313,15,105,35.0
114,1,left,11313,15,105,40.0
114,2,left,11313,15,105,35.0
114,0,left,16000,15,105,40.0
114,1,left,16000,15,105,35.0
114,2,left,16000,15,105,45.0
114,0,left,22627,15,105,65.0
114,1,left,22627,15,105,70.0
114,2,left,22627,15,105,75.0
114,0,left,32000,15,105,50.0
114,1,left,32000,15,105,40.0
114,2,left,32000,15,105,40.0
114,0,right,4000,15,105,80.0
114,1,right,4000,15,105,65.0
114,2,right,4000,15,105,55.0
114,0,right,5656,15,105,75.0
114,1,right,5656,15,105,40.0
114,2,right,5656,15,105,45.0
114,0,right,8000,15,105,40.0
114,1,right,8000,15,105,50.0
114,2,right,8000,15,105,60.0
114,0,right,11313,15,105,40.0
114,1,right,11313,15,105,40.0
114,2,right,11313,15,105,40.0
114,0,right,16000,15,105,40.0
114,1,right,16000,15,105,20.0
114,2,right,16000,15,105,30.0
114,0,right,22627,15,105,55.0
114,1,right,22627,15,105,20.0
114,2,right,22627,15,105,35.0
114,0,right,32000,15,105,45.0
114,1,right,32000,15,105,45.0
114,2,right,32000,15,105,45.0
115,0,left,4000,65,105,100.0
115,1,left,4000,65,105,100.0
115,3,left,4000,65,105,95.0
115,2,left,4000,65,105,inf
115,0,left,5656,65,105,105.0
115,1,left,5656,65,105,95.0
115,3,left,5656,65,105,105.0
