threshold,id,timepoint,ear,frequency,status,status_message,pth
inf,108,1,left,8000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse108_timepoint1_left abr_io_ABRpresto_fit 8000.png
32.12,109,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint0_left abr_io_ABRpresto_fit 11313.png
41.5,109,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint0_left abr_io_ABRpresto_fit 16000.png
47.0,109,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint0_left abr_io_ABRpresto_fit 22627.png
49.44,109,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint0_left abr_io_ABRpresto_fit 32000.png
66.32,109,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint0_left abr_io_ABRpresto_fit 4000.png
48.17,109,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint0_left abr_io_ABRpresto_fit 5656.png
48.19,109,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint0_left abr_io_ABRpresto_fit 8000.png
29.58,109,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint1_left abr_io_ABRpresto_fit 11313.png
39.66,109,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint1_left abr_io_ABRpresto_fit 16000.png
39.41,109,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint1_left abr_io_ABRpresto_fit 22627.png
46.84,109,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint1_left abr_io_ABRpresto_fit 32000.png
59.48,109,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint1_left abr_io_ABRpresto_fit 4000.png
39.58,109,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint1_left abr_io_ABRpresto_fit 5656.png
37.29,109,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint1_left abr_io_ABRpresto_fit 8000.png
29.81,109,2,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint2_left abr_io_ABRpresto_fit 11313.png
36.32,109,2,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint2_left abr_io_ABRpresto_fit 16000.png
41.79,109,2,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint2_left abr_io_ABRpresto_fit 22627.png
57.68,109,2,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint2_left abr_io_ABRpresto_fit 32000.png
59.37,109,2,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint2_left abr_io_ABRpresto_fit 4000.png
37.43,109,2,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint2_left abr_io_ABRpresto_fit 5656.png
37.23,109,2,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse109_timepoint2_left abr_io_ABRpresto_fit 8000.png
93.52,10,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse10_timepoint0_left abr_io_ABRpresto_fit 11313.png
96.12,10,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse10_timepoint0_left abr_io_ABRpresto_fit 16000.png
96.74,10,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse10_timepoint0_left abr_io_ABRpresto_fit 22627.png
90.34,10,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse10_timepoint0_left abr_io_ABRpresto_fit 32000.png
inf,10,0,left,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse10_timepoint0_left abr_io_ABRpresto_fit 4000.png
101.93,10,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse10_timepoint0_left abr_io_ABRpresto_fit 5656.png
93.88,10,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse10_timepoint0_left abr_io_ABRpresto_fit 8000.png
90.81,10,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse10_timepoint1_left abr_io_ABRpresto_fit 11313.png
99.12,10,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse10_timepoint1_left abr_io_ABRpresto_fit 16000.png
94.72,10,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse10_timepoint1_left abr_io_ABRpresto_fit 22627.png
90.79,10,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse10_timepoint1_left abr_io_ABRpresto_fit 32000.png
inf,10,1,left,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse10_timepoint1_left abr_io_ABRpresto_fit 4000.png
inf,10,1,left,5656,Success,"most below criterion, but couldn't fit, threshold is inf",C:\Data\ABRpresto data\Mouse10_timepoint1_left abr_io_ABRpresto_fit 5656.png
102.92,10,1,left,8000,Success,power law (noisy),C:\Data\ABRpresto data\Mouse10_timepoint1_left abr_io_ABRpresto_fit 8000.png
31.44,110,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_left abr_io_ABRpresto_fit 11313.png
37.14,110,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_left abr_io_ABRpresto_fit 16000.png
41.69,110,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_left abr_io_ABRpresto_fit 22627.png
43.47,110,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_left abr_io_ABRpresto_fit 32000.png
73.85,110,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_left abr_io_ABRpresto_fit 4000.png
42.96,110,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_left abr_io_ABRpresto_fit 5656.png
41.9,110,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_left abr_io_ABRpresto_fit 8000.png
46.51,110,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_right abr_io_ABRpresto_fit 11313.png
56.69,110,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_right abr_io_ABRpresto_fit 16000.png
47.19,110,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_right abr_io_ABRpresto_fit 22627.png
59.85,110,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_right abr_io_ABRpresto_fit 32000.png
inf,110,0,right,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse110_timepoint0_right abr_io_ABRpresto_fit 4000.png
65.33,110,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse110_timepoint0_right abr_io_ABRpresto_fit 5656.png
47.89,110,0,right,8000,Success,power law,C:\Data\ABRpresto data\Mouse110_timepoint0_right abr_io_ABRpresto_fit 8000.png
26.04,111,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse111_timepoint0_left abr_io_ABRpresto_fit 16000.png
43.33,111,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse111_timepoint0_left abr_io_ABRpresto_fit 32000.png
36.77,111,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse111_timepoint0_left abr_io_ABRpresto_fit 8000.png
86.66,112,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_left abr_io_ABRpresto_fit 11313.png
93.9,112,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_left abr_io_ABRpresto_fit 16000.png
93.42,112,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_left abr_io_ABRpresto_fit 22627.png
97.72,112,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_left abr_io_ABRpresto_fit 32000.png
63.73,112,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_left abr_io_ABRpresto_fit 4000.png
100.21,112,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_left abr_io_ABRpresto_fit 45254.png
50.06,112,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_left abr_io_ABRpresto_fit 5656.png
53.09,112,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_left abr_io_ABRpresto_fit 8000.png
87.15,112,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_right abr_io_ABRpresto_fit 11313.png
97.19,112,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_right abr_io_ABRpresto_fit 16000.png
92.57,112,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_right abr_io_ABRpresto_fit 22627.png
98.82,112,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_right abr_io_ABRpresto_fit 32000.png
64.67,112,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_right abr_io_ABRpresto_fit 4000.png
inf,112,0,right,45254,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse112_timepoint0_right abr_io_ABRpresto_fit 45254.png
68.13,112,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_right abr_io_ABRpresto_fit 5656.png
91.04,112,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint0_right abr_io_ABRpresto_fit 8000.png
inf,112,1,left,11313,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse112_timepoint1_left abr_io_ABRpresto_fit 11313.png
inf,112,1,left,16000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse112_timepoint1_left abr_io_ABRpresto_fit 16000.png
inf,112,1,left,22627,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse112_timepoint1_left abr_io_ABRpresto_fit 22627.png
inf,112,1,left,32000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse112_timepoint1_left abr_io_ABRpresto_fit 32000.png
inf,112,1,left,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse112_timepoint1_left abr_io_ABRpresto_fit 4000.png
inf,112,1,left,45254,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse112_timepoint1_left abr_io_ABRpresto_fit 45254.png
inf,112,1,left,5656,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse112_timepoint1_left abr_io_ABRpresto_fit 5656.png
104.95,112,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint1_left abr_io_ABRpresto_fit 8000.png
97.09,112,1,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint1_right abr_io_ABRpresto_fit 11313.png
inf,112,1,right,16000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse112_timepoint1_right abr_io_ABRpresto_fit 16000.png
100.99,112,1,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint1_right abr_io_ABRpresto_fit 22627.png
104.99,112,1,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint1_right abr_io_ABRpresto_fit 32000.png
65.34,112,1,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint1_right abr_io_ABRpresto_fit 4000.png
inf,112,1,right,45254,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse112_timepoint1_right abr_io_ABRpresto_fit 45254.png
68.22,112,1,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint1_right abr_io_ABRpresto_fit 5656.png
78.12,112,1,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse112_timepoint1_right abr_io_ABRpresto_fit 8000.png
24.18,113,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint0_left abr_io_ABRpresto_fit 11313.png
33.68,113,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint0_left abr_io_ABRpresto_fit 16000.png
33.55,113,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint0_left abr_io_ABRpresto_fit 22627.png
43.02,113,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint0_left abr_io_ABRpresto_fit 32000.png
55.5,113,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint0_left abr_io_ABRpresto_fit 4000.png
43.76,113,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint0_left abr_io_ABRpresto_fit 5656.png
43.77,113,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint0_left abr_io_ABRpresto_fit 8000.png
-inf,113,0,right,11313,Success,"all above criterion, threshold is -inf",C:\Data\ABRpresto data\Mouse113_timepoint0_right abr_io_ABRpresto_fit 11313.png
-inf,113,0,right,16000,Success,"all above criterion, threshold is -inf",C:\Data\ABRpresto data\Mouse113_timepoint0_right abr_io_ABRpresto_fit 16000.png
66.11,113,0,right,22627,Success,power law,C:\Data\ABRpresto data\Mouse113_timepoint0_right abr_io_ABRpresto_fit 22627.png
88.58,113,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint0_right abr_io_ABRpresto_fit 32000.png
87.27,113,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint0_right abr_io_ABRpresto_fit 4000.png
83.57,113,0,right,5656,Success,power law,C:\Data\ABRpresto data\Mouse113_timepoint0_right abr_io_ABRpresto_fit 5656.png
73.55,113,0,right,8000,Success,power law,C:\Data\ABRpresto data\Mouse113_timepoint0_right abr_io_ABRpresto_fit 8000.png
27.27,113,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint1_left abr_io_ABRpresto_fit 11313.png
28.39,113,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint1_left abr_io_ABRpresto_fit 16000.png
39.39,113,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint1_left abr_io_ABRpresto_fit 22627.png
50.17,113,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint1_left abr_io_ABRpresto_fit 32000.png
55.06,113,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint1_left abr_io_ABRpresto_fit 4000.png
42.0,113,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint1_left abr_io_ABRpresto_fit 5656.png
33.31,113,1,left,8000,Success,power law,C:\Data\ABRpresto data\Mouse113_timepoint1_left abr_io_ABRpresto_fit 8000.png
42.06,113,2,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint2_left abr_io_ABRpresto_fit 11313.png
47.02,113,2,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint2_left abr_io_ABRpresto_fit 16000.png
48.93,113,2,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint2_left abr_io_ABRpresto_fit 22627.png
63.62,113,2,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint2_left abr_io_ABRpresto_fit 32000.png
74.58,113,2,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint2_left abr_io_ABRpresto_fit 4000.png
55.04,113,2,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint2_left abr_io_ABRpresto_fit 5656.png
58.43,113,2,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint2_left abr_io_ABRpresto_fit 8000.png
27.22,113,3,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint3_left abr_io_ABRpresto_fit 11313.png
31.3,113,3,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint3_left abr_io_ABRpresto_fit 16000.png
31.0,113,3,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint3_left abr_io_ABRpresto_fit 22627.png
44.13,113,3,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint3_left abr_io_ABRpresto_fit 32000.png
65.96,113,3,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint3_left abr_io_ABRpresto_fit 4000.png
46.15,113,3,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint3_left abr_io_ABRpresto_fit 5656.png
40.54,113,3,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint3_left abr_io_ABRpresto_fit 8000.png
29.14,113,4,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint4_left abr_io_ABRpresto_fit 11313.png
32.66,113,4,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint4_left abr_io_ABRpresto_fit 16000.png
40.41,113,4,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint4_left abr_io_ABRpresto_fit 22627.png
62.91,113,4,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint4_left abr_io_ABRpresto_fit 32000.png
58.15,113,4,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint4_left abr_io_ABRpresto_fit 4000.png
43.49,113,4,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint4_left abr_io_ABRpresto_fit 5656.png
36.93,113,4,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse113_timepoint4_left abr_io_ABRpresto_fit 8000.png
39.19,114,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_left abr_io_ABRpresto_fit 11313.png
46.95,114,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_left abr_io_ABRpresto_fit 16000.png
65.84,114,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_left abr_io_ABRpresto_fit 22627.png
47.48,114,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_left abr_io_ABRpresto_fit 32000.png
65.73,114,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_left abr_io_ABRpresto_fit 4000.png
59.68,114,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_left abr_io_ABRpresto_fit 5656.png
44.23,114,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_left abr_io_ABRpresto_fit 8000.png
46.61,114,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_right abr_io_ABRpresto_fit 11313.png
41.71,114,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_right abr_io_ABRpresto_fit 16000.png
59.92,114,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_right abr_io_ABRpresto_fit 22627.png
63.61,114,0,right,32000,Success,power law,C:\Data\ABRpresto data\Mouse114_timepoint0_right abr_io_ABRpresto_fit 32000.png
88.37,114,0,right,4000,Success,power law,C:\Data\ABRpresto data\Mouse114_timepoint0_right abr_io_ABRpresto_fit 4000.png
81.05,114,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_right abr_io_ABRpresto_fit 5656.png
63.2,114,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint0_right abr_io_ABRpresto_fit 8000.png
45.02,114,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_left abr_io_ABRpresto_fit 11313.png
48.54,114,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_left abr_io_ABRpresto_fit 16000.png
69.11,114,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_left abr_io_ABRpresto_fit 22627.png
52.74,114,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_left abr_io_ABRpresto_fit 32000.png
69.38,114,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_left abr_io_ABRpresto_fit 4000.png
59.61,114,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_left abr_io_ABRpresto_fit 5656.png
54.97,114,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_left abr_io_ABRpresto_fit 8000.png
54.21,114,1,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_right abr_io_ABRpresto_fit 11313.png
35.93,114,1,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_right abr_io_ABRpresto_fit 16000.png
42.83,114,1,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_right abr_io_ABRpresto_fit 22627.png
52.68,114,1,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_right abr_io_ABRpresto_fit 32000.png
76.19,114,1,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_right abr_io_ABRpresto_fit 4000.png
43.18,114,1,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_right abr_io_ABRpresto_fit 5656.png
71.67,114,1,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint1_right abr_io_ABRpresto_fit 8000.png
33.02,114,2,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_left abr_io_ABRpresto_fit 11313.png
43.49,114,2,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_left abr_io_ABRpresto_fit 16000.png
66.48,114,2,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_left abr_io_ABRpresto_fit 22627.png
44.46,114,2,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_left abr_io_ABRpresto_fit 32000.png
61.13,114,2,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_left abr_io_ABRpresto_fit 4000.png
47.76,114,2,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_left abr_io_ABRpresto_fit 5656.png
42.65,114,2,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_left abr_io_ABRpresto_fit 8000.png
45.72,114,2,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_right abr_io_ABRpresto_fit 11313.png
41.14,114,2,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_right abr_io_ABRpresto_fit 16000.png
44.69,114,2,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_right abr_io_ABRpresto_fit 22627.png
44.17,114,2,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_right abr_io_ABRpresto_fit 32000.png
80.65,114,2,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_right abr_io_ABRpresto_fit 4000.png
51.16,114,2,right,5656,Success,power law,C:\Data\ABRpresto data\Mouse114_timepoint2_right abr_io_ABRpresto_fit 5656.png
61.48,114,2,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse114_timepoint2_right abr_io_ABRpresto_fit 8000.png
86.61,115,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse115_timepoint0_left abr_io_ABRpresto_fit 11313.png
84.31,115,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse115_timepoint0_left abr_io_ABRpresto_fit 16000.png
85.94,115,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse115_timepoint0_left abr_io_ABRpresto_fit 22627.png
92.66,115,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse115_timepoint0_left abr_io_ABRpresto_fit 32000.png
